i.id;oa.id;i.name;oa.name;i.geo;oa.geo;dist (m);matching_name
1160;https://openalex.org/I181369854;Friedrich-Alexander-Universität Erlangen Nürnberg;Friedrich-Alexander-Universität Erlangen-Nürnberg;49.603551, 11.0128308;49.59099, 11.00783;1442.0;False
1162;https://openalex.org/I155660961;UNIVERSITY OF TURKU;University of Turku;60.45182, 22.2918376;60.45148, 22.26869;1270.0;True
1163;https://openalex.org/I87653560;TECHNICAL RESEARCH CENTRE OF FINLAND;VTT Technical Research Centre of Finland;64.1119278, 27.1044388;60.2052, 24.6522;452606.0;False
1167;https://openalex.org/I90344618;MEDICAL RESEARCH COUNCIL;Medical Research Council;;51.50853, -0.12574;;True
1168;https://openalex.org/I188760350;University College Galway;Ollscoil na Gaillimhe – University of Galway;53.276035, -9.0595869;53.27245, -9.05095;699.0;False
1169;https://openalex.org/I45129253;University College London;University College London;51.5199736, -0.129909;51.50853, -0.12574;1305.0;True
1177;https://openalex.org/I4432739;Universitetet i Bergen;University of Bergen;60.3809967, 5.3586236;60.39299, 5.32415;2317.0;True
1181;https://openalex.org/I66943878;De Montfort University;De Montfort University;52.64573499999999, -1.045173;52.6386, -1.13169;5891.0;True
1188;https://openalex.org/I187531555;Lund University;Lund University;55.7138728, 13.2095562;55.70584, 13.19321;1359.0;True
1191;https://openalex.org/I35440088;Eidgenössische Technische Hochschule - ETH Zürich;ETH Zurich;47.3982241, 8.4502667;47.36667, 8.55;8288.0;False
1193;https://openalex.org/I34809795;Medizinische Hochschule Hannover;Medizinische Hochschule Hannover;52.3850185, 9.8047068;52.37052, 9.73322;5113.0;True
1194;https://openalex.org/I62916508;Technische Universität München;Technical University of Munich;48.1486311, 11.5687064;48.13743, 11.57549;1343.0;True
1196;https://openalex.org/I4432739;UNIVERSITY OF BERGEN;University of Bergen;60.3834368, 5.3329178;60.39299, 5.32415;1166.0;True
1197;https://openalex.org/I185852735;UNIVERSITY OF CENTRAL LANCASHIRE;University of Central Lancashire;53.7676922, -2.7055929;53.76282, -2.70452;546.0;True
1201;https://openalex.org/I28290843;University of Surrey;University of Surrey;;51.23536, -0.57427;;True
1203;https://openalex.org/I107707843;ROSKILDE UNIVERSITY;Roskilde University;;55.64152, 12.08035;;True
1204;https://openalex.org/I154526488;Institut National de la Santé et de la Recherche Médicale;Inserm;48.8752187, 2.3703023;48.85341, 2.3488;2890.0;True
1209;https://openalex.org/I93860229;Politecnico di Milano;Politecnico di Milano;45.4792109, 9.2271995;45.46427, 9.18951;3376.0;True
1211;https://openalex.org/I187531555;Lunds Universitet;Lund University;55.701555, 13.1939294;55.70584, 13.19321;479.0;True
1214;https://openalex.org/I139894009;UNIVERSITY OF BRADFORD;University of Bradford;53.792605, -1.765782;53.79391, -1.75206;913.0;True
1216;https://openalex.org/I52099693;University of York;University of York;53.945132, -1.046575;53.95763, -1.08271;2743.0;True
1219;https://openalex.org/I110002522;UNIVERSITY OF ESSEX;University of Essex;51.877552, 0.9448757;51.88921, 0.90421;3077.0;True
1221;https://openalex.org/I132389103;ECONOMIC AND SOCIAL RESEARCH INSTITUTE;Economic and Social Research Institute;;53.33306, -6.24889;;True
1222;https://openalex.org/I96829481;Nordlandsforskning;Nordland Research Institute;;67.28267, 14.37513;;True
1231;https://openalex.org/I19630809;MARIO NEGRI INSTITUTE FOR PHARMACOLOGICAL RESEARCH;Mario Negri Institute for Pharmacological Research;45.5104763, 9.1376019;45.46427, 9.18951;6540.0;True
1238;https://openalex.org/I1294671590;Centre National de la Recherche Scientifique;Centre National de la Recherche Scientifique;42.4796367, 3.1368087;48.85341, 2.3488;711360.0;True
1240;https://openalex.org/I71052956;University of Reading;University of Reading;51.4441092, -0.936896;51.45625, -0.97113;2730.0;True
1242;https://openalex.org/I20581793;University of Kent at Canterbury;University of Kent;;51.27904, 1.07992;;True
1243;https://openalex.org/I125968788;NORWEGIAN GEOTECHNICAL INSTITUTE;Norwegian Geotechnical Institute;59.9491301, 10.730963;59.91273, 10.74609;4134.0;True
1244;https://openalex.org/I53683762;NORWEGIAN SEISMIC ARRAY;Norsar;59.9738283, 11.046431;59.95597, 11.04918;1992.0;True
1247;https://openalex.org/I66752286;University of Milano;University of Milano-Bicocca;45.4768434, 9.221121;45.46427, 9.18951;2834.0;False
1248;https://openalex.org/I1118541;UNIVERSITY OF EAST ANGLIA;University of East Anglia;52.6223695, 1.2413911;52.62783, 1.29834;3892.0;True
1249;https://openalex.org/I126311117;ROYAL INSTITUTE FOR CULTURAL HERITAGE;Royal Institute for Cultural Heritage;50.8423868, 4.3931501;50.85045, 4.34878;3242.0;True
1254;https://openalex.org/I98259816;BIRKBECK COLLEGE;Birkbeck, University of London;51.5214211, -0.130281;51.50853, -0.12574;1467.0;True
1255;https://openalex.org/I1338293689;English Heritage;English Heritage;42.9981974, -81.2440457;51.50853, -0.12574;5875370.0;True
1256;https://openalex.org/I60488453;Middlesex University;Middlesex University;51.6034022, -0.1212463;51.50853, -0.12574;10554.0;True
1258;https://openalex.org/I60858718;UNIVERSITY OF AVEIRO;University of Aveiro;40.6292674, -8.566648299999999;40.64427, -8.64554;6863.0;True
1259;https://openalex.org/I129774422;UNIVERSITY OF VIENNA;University of Vienna;48.221696, 16.3554285;48.20849, 16.37208;1918.0;True
1260;https://openalex.org/I4210155236;Consiglio Nazionale delle Ricerche;National Research Council;43.7783579, 11.2631723;41.89193, 12.51133;233141.0;True
1261;https://openalex.org/I174878644;University of Patras;University of Patras;38.2466395, 21.734574;38.24444, 21.73444;245.0;True
1262;https://openalex.org/I79238269;Universidad de Sevilla;Universidad de Sevilla;37.3761398, -5.9918353;37.38283, -5.97317;1809.0;True
1263;https://openalex.org/I4387153902;FOUNDATION FOR FUNDAMENTAL RESEARCH ON MATTER;Foundation For Fundamental Research On Matter;52.3556441, 4.9524709;52.09083, 5.12222;31635.0;True
1264;https://openalex.org/I4210123637;CONSORZIO MILANO RICERCHE;Consorzio Milano Ricerche;45.4687357, 9.2214255;41.55947, 14.66737;617631.0;True
1265;https://openalex.org/I100288624;JOHN INNES CENTRE;John Innes Centre;52.62473300000001, 1.224503;52.62783, 1.29834;4996.0;True
1266;https://openalex.org/I2135383;Escuela Superior Politécnica del Litoral;Escuela Superior Politecnica del Litoral;-0.2170967, -78.5169882;-2.19616, -79.88621;267572.0;True
1272;https://openalex.org/I4210093200;Louis Vuitton - Moët Hennessy;LVMH (France);48.8726847, 2.141796;48.85341, 2.3488;15293.0;False
1275;https://openalex.org/I4210134707;Bibra International;Bibra International;51.3495583, -0.1740661;51.50853, -0.12574;17992.0;True
1277;https://openalex.org/I865915315;Vrije Universiteit Amsterdam;Vrije Universiteit Amsterdam;52.3349911, 4.8690062;52.37403, 4.88969;4563.0;True
1279;https://openalex.org/I1286858202;TATA ENERGY RESEARCH INSTITUTE;Energy and Resources Institute;;28.62137, 77.2148;;True
1281;https://openalex.org/I4210128337;INTERNATIONAL FISHMEAL & OIL MANUFACTURERS ASSOCIATION;International Fishmeal and Oil Manufacturers Association;51.7526806, -0.34193;51.50853, -0.12574;30979.0;False
1285;https://openalex.org/I8961855;Universidad Nacional Autónoma de México;Universidad Nacional Autónoma de México;;19.42847, -99.12766;;True
1289;https://openalex.org/I47508984;Imperial College of Science, Technology and Medicine;Imperial College London;51.4998666, -0.1767464;51.50853, -0.12574;3659.0;True
1290;https://openalex.org/I4210150471;Mineral Industry Research Organisation;Mineral Industry Research Organisation;52.6823773, -1.8306457;52.48142, -1.89983;22829.0;True
1291;https://openalex.org/I165932596;National University of Singapore;National University of Singapore;;1.28967, 103.85007;;True
1293;https://openalex.org/I200284239;UNIVERSIDADE DE SANTIAGO DE COMPOSTELA;Universidade de Santiago de Compostela;42.8764422, -8.5536365;42.88052, -8.54569;790.0;True
1294;https://openalex.org/I8087733;Eberhard-Karls-Universität Tübingen;University of Tübingen;48.5380629, 9.0328393;48.52266, 9.05222;2229.0;False
1296;https://openalex.org/I44260953;Heinrich-Heine-Universität Düsseldorf;Heinrich Heine University Düsseldorf;51.1919727, 6.7936991;51.22172, 6.77616;3526.0;True
1304;https://openalex.org/I119635470;Universidad de Las Palmas de Gran Canaria;Universidad de Las Palmas de Gran Canaria;27.877995, -15.5243781;28.09973, -15.41343;26955.0;True
1306;https://openalex.org/I4210162667;University of Wales, Cardiff;University of Wales Institute Cardiff;51.506788, -3.134133;1.28967, 103.85007;11058114.0;False
1310;https://openalex.org/I4210138560;EUROPEAN MOLECULAR BIOLOGY LABORATORY;European Molecular Biology Laboratory;53.4355731, 8.8220581;49.40768, 8.69079;447974.0;True
1317;https://openalex.org/I45129253;UNIVERSITY COLLEGE LONDON;University College London;;51.50853, -0.12574;;True
1319;https://openalex.org/I4210123780;HELLENIC PASTEUR INSTITUTE;Pasteur Hellenic Institute;;37.98376, 23.72784;;False
1321;https://openalex.org/I4210086012;BOTANICAL GARDEN AND BOTANICAL MUSEUM BERLIN-DAHLEM;Botanic Garden and Botanical Museum Berlin;52.52000659999999, 13.404954;52.52437, 13.41053;615.0;False
1324;https://openalex.org/I1336856363;NATURAL HISTORY MUSEUM;Natural History Museum;51.4948717, -0.1848873;51.50853, -0.12574;4367.0;True
1325;https://openalex.org/I146655781;University of Liverpool;University of Liverpool;53.4079299, -2.9647337;53.41058, -2.97794;924.0;True
1327;https://openalex.org/I16097986;UNIVERSIDAD DE VALENCIA;Universitat de València;39.5077725, -0.4168108;39.47391, -0.37966;4934.0;True
1328;https://openalex.org/I169381384;RIJKSUNIVERSITEIT GRONINGEN;University of Groningen;;53.21917, 6.56667;;True
1329;https://openalex.org/I32021983;CHRISTIAN-ALBRECHTS UNIVERSITÄT KIEL;Kiel University;54.3391893, 10.1232408;54.32133, 10.13489;2125.0;False
1334;https://openalex.org/I159176309;Universität Hamburg;Universität Hamburg;53.5890147, 9.9760825;53.55073, 9.99302;4402.0;True
1335;https://openalex.org/I865915315;VRIJE UNIVERSITEIT, AMSTERDAM;Vrije Universiteit Amsterdam;52.3348522, 4.8738001;52.37403, 4.88969;4488.0;False
1341;https://openalex.org/I88060688;Polytechnic University of Madrid;Universidad Politécnica de Madrid;40.46366700000001, -3.74922;40.4165, -3.70256;6565.0;True
1347;https://openalex.org/I4210115749;INSTITUTE OF MOLECULAR PHYSICS - POLISH ACADEMY OF SCIENCES;Institute of Molecular Physics of the Polish Academy of Sciences;51.2169801, 22.5622306;52.40692, 16.92993;409050.0;False
1351;https://openalex.org/I59411706;Adam Mickiewicz University;Adam Mickiewicz University in Poznań;52.401359, 16.8998915;52.40692, 16.92993;2130.0;False
1353;https://openalex.org/I29770179;BUDAPEST UNIVERSITY OF TECHNOLOGY AND ECONOMICS;Budapest University of Technology and Economics;47.4820938, 19.0538779;47.49835, 19.04045;2070.0;True
1363;https://openalex.org/I80180929;UNIVERSITY OF MURCIA;Universidad de Murcia;37.9872006, -1.1271466;37.98704, -1.13004;254.0;True
1367;https://openalex.org/I4210147215;NAGREF;National Agricultural Research Foundation;38.0362477, 23.8006316;37.98376, 23.72784;8645.0;False
1376;https://openalex.org/I4210165411;CIEMAT;Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas;40.4514149, -3.7273836;40.4165, -3.70256;4414.0;False
1378;https://openalex.org/I205747304;Institut National Polytechnique de Toulouse;Institut National Polytechnique de Toulouse;43.5631985, 1.4613796;43.60426, 1.44367;4783.0;True
1385;https://openalex.org/I4210138581;SEPIA;Seminario Permanente de Investigación Agraria;50.98707, 2.125537;-12.04318, -77.02824;10302457.0;False
1388;https://openalex.org/I4210166196;Istituto Zooprofilattico Sperimentale del Piemonte Liguria e Valle d'Aosta;Istituto Zooprofilattico Sperimentale del Piemonte Liguria e Valle d'Aosta;45.086243, 7.7039198;45.07049, 7.68682;2207.0;True
1389;https://openalex.org/I4210100913;INSTITUT DE RECERCA I TECNOLOGIA;Institute for Research and Technology in Food and Agriculture;41.5137403, 2.3795798;41.63333, 2.16667;22147.0;False
1390;https://openalex.org/I4396570506;CIMA;Hospital Sanitas CIMA;;41.38879, 2.15899;;False
1394;https://openalex.org/I39555362;University of Warwick;University of Warwick;52.3836642, -1.5663868;52.40656, -1.51217;4474.0;True
1398;https://openalex.org/I4210103928;Sea Fish Industry Authority;Seafish;56.415157, -5.471047;55.95206, -3.19648;149873.0;True
1401;https://openalex.org/I4210122354;NATIONAL VETERINARY LABORATORY;Central Laboratory of the National Veterinary Sanitation;56.162939, 10.203921;47.90771, 106.88324;6120487.0;False
1406;https://openalex.org/I4210117654;CENTRAL VETERINARY LABORATORY;Central Veterinary Research Laboratory;59.9138688, 10.7522454;25.07725, 55.30927;5153724.0;False
1410;https://openalex.org/I71503853;UNIVERSIDADE DO ALGARVE;University of Algarve;37.0193548, -7.9304397;37.01869, -7.92716;300.0;True
1413;https://openalex.org/I184999862;UNIVERSIDAD DE SALAMANCA;Universidad de Salamanca;;40.96882, -5.66388;;True
1415;https://openalex.org/I4210147215;NATIONAL AGRICULTURAL RESEARCH FOUNDATION;National Agricultural Research Foundation;40.6393495, 22.9446064;37.98376, 23.72784;302875.0;True
1420;https://openalex.org/I2800498130;Scottish Natural Heritage;Scottish Natural Heritage;55.9705922, -3.181043;55.95206, -3.19648;2274.0;True
1422;https://openalex.org/I4210122533;CONSORZIO DEL FORMAGGIO PARMIGIANO REGGIANO;Consorzio del Formaggio Parmigiano-Reggiano;44.7097774, 10.6068135;44.69825, 10.63125;2318.0;False
1423;https://openalex.org/I4210088720;SMR;SMR Engineering and Development (Switzerland);55.7046601, 13.1910073;47.13713, 7.24608;1037110.0;False
1425;https://openalex.org/I4210095662;FAM;Faculty of Media;46.9290576, 7.416346899999999;46.05108, 14.50513;551195.0;False
1439;https://openalex.org/I13469542;Vrije Universiteit Brussel;Vrije Universiteit Brussel;50.7429929, 4.3687581;50.85045, 4.34878;12031.0;True
1441;https://openalex.org/I188760350;UNIVERSITY COLLEGE GALWAY;Ollscoil na Gaillimhe – University of Galway;53.2705588, -9.0566677;53.27245, -9.05095;434.0;False
1452;https://openalex.org/I4210131653;ENSAT;École Nationale Supérieure Agronomique de Toulouse;43.5857066, 1.4288254;43.60426, 1.44367;2384.0;False
1455;https://openalex.org/I157227730;University of East London;University of East London;51.542787, 0.009253;51.50853, -0.12574;10086.0;True
1456;https://openalex.org/I34809795;HANNOVER MEDICAL SCHOOL;Medizinische Hochschule Hannover;52.3857685, 9.805249;52.37052, 9.73322;5175.0;True
1458;https://openalex.org/I97565354;Université de Lausanne;University of Lausanne;46.524191, 6.640617;46.516, 6.63282;1089.0;True
1464;https://openalex.org/I4405252683;Instituto Rocha Cabral;Instituto Rocha Cabral;38.7222524, -9.1393366;38.71667, -9.13333;810.0;True
1467;https://openalex.org/I4210140664;CENIM;Cenim - Centro Nacional de Investigaciones Metalurgicas;40.4458368, -3.7219549;40.4165, -3.70256;3652.0;False
1472;https://openalex.org/I66862912;CHALMERS UNIVERSITY OF TECHNOLOGY;Chalmers University of Technology;57.6886404, 11.9741424;57.70716, 11.96679;2105.0;True
1474;https://openalex.org/I1118541;University of East Anglia;University of East Anglia;52.6223695, 1.2413911;52.62783, 1.29834;3892.0;True
1476;https://openalex.org/I67061984;NORWEGIAN INSTITUTE FOR AIR RESEARCH;NILU;59.9738954, 11.0469198;59.95597, 11.04918;1997.0;True
1479;https://openalex.org/I4210123921;Koninklijke Bibliotheek;National Library of the Netherlands;52.0813777, 4.326591700000001;52.07667, 4.29861;1983.0;True
1490;https://openalex.org/I98259816;Birkbeck College;Birkbeck, University of London;51.5214211, -0.130281;51.50853, -0.12574;1467.0;True
1499;https://openalex.org/I161548249;University of Wales, Bangor;Bangor University;53.222607, -4.165577;53.22752, -4.12936;2472.0;True
1501;https://openalex.org/I99682543;Universidade do Minho;University of Minho;41.5505417, -8.4265421;41.55032, -8.42005;541.0;True
1502;https://openalex.org/I184999862;Universidad de Salamanca;Universidad de Salamanca;;40.96882, -5.66388;;True
1507;https://openalex.org/I4210163464;Warren Spring Laboratory;Warren Spring Laboratory;51.901391, -0.214398;51.90224, -0.20256;818.0;True
1520;https://openalex.org/I123044942;Universitat Autònoma de Barcelona;Universitat Autònoma de Barcelona;41.5020348, 2.085047;41.49109, 2.14079;4799.0;True
1521;https://openalex.org/I4210162245;Institute of World Economy and International Relations;Institute of World Economy and International Relations;55.755826, 37.6173;55.75222, 37.61556;415.0;True
1522;https://openalex.org/I168719708;City University;City University of Hong Kong;51.5272214, -0.1019321;22.27832, 114.17469;9624364.0;False
1523;https://openalex.org/I102808428;Tbilisi State University;Tbilisi State University;41.709981, 44.792998;41.69411, 44.83368;3811.0;True
1525;https://openalex.org/I2799540354;St. Petersburg State University;First Pavlov State Medical University of St. Petersburg;59.9342802, 30.3350986;59.93863, 30.31413;1264.0;False
1526;https://openalex.org/I1313323035;Russian Academy of Sciences;Russian Academy of Sciences;59.9342802, 30.3350986;55.75222, 37.61556;633255.0;True
1528;https://openalex.org/I191420491;Universidad de Jaén;Universidad de Jaén;;37.76922, -3.79028;;True
1532;https://openalex.org/I180923762;Universität Köln;University of Cologne;50.4427458, 7.461636299999999;50.93333, 6.95;65382.0;False
1533;https://openalex.org/I4210164949;Institute of Archaeology and Ethnography;Institute of Archaeology and Ethnography;55.01666669999999, 82.9333333;55.0415, 82.9346;2763.0;True
1536;https://openalex.org/I9300472;Bournemouth University;Bournemouth University;50.742763, -1.900493;50.71429, -1.98458;6712.0;True
1539;https://openalex.org/I208875869;Moscow State University ' M.V. Lomonosov ';Moscow State University of Fine Chemical Technologies;55.755826, 37.6173;55.75222, 37.61556;415.0;False
1541;https://openalex.org/I107640659;Ural State University;South Ural State University;;55.15402, 61.42915;;False
1544;https://openalex.org/I4210145073;National Academy of Sciences of Republic of Armenia;Institute of Geological Sciences;40.183333, 44.516667;40.18111, 44.51361;359.0;False
1545;https://openalex.org/I169381384;Rijksuniversiteit Groningen;University of Groningen;53.2190581, 6.5620944;53.21917, 6.56667;305.0;True
1548;https://openalex.org/I4210111809;Institute of Russian Literature;Institute of Russian Literature;59.9342802, 30.3350986;59.93863, 30.31413;1264.0;True
1549;https://openalex.org/I2802642502;European Physical Society;European Physical Society;48.8423753, 2.331895;47.75205, 7.32866;388920.0;True
1550;https://openalex.org/I2802025818;Universidade de Coimbra;Hospitais da Universidade de Coimbra;40.2033145, -8.4102573;40.20564, -8.41955;830.0;False
1551;https://openalex.org/I149851306;National Academy of Sciences of Ukraine;National Academy of Sciences of Ukraine;50.4501, 30.5234;50.45466, 30.5238;508.0;True
1552;https://openalex.org/I4210134982;Institute of Microbiology;Institute of Microbiology;53.9, 27.5666667;39.9075, 116.39723;6466789.0;True
1555;https://openalex.org/I204136569;Open University;The Open University;52.0247951, -0.7093694;52.04172, -0.75583;3694.0;False
1557;https://openalex.org/I197323543;Johannes Gutenberg Universität Mainz;Johannes Gutenberg University Mainz;51.9341766, 7.6254046;49.98419, 8.2791;221607.0;False
1560;https://openalex.org/I112859197;Università di Camerino;Università di Camerino;43.13565029999999, 13.0683254;43.13866, 13.06785;337.0;True
1561;https://openalex.org/I138549579;Scuola Internazionale Superiore di Studi Avanzati;Scuola Internazionale Superiore di Studi Avanzati;45.7036395, 13.7194361;45.64953, 13.77678;7487.0;True
1562;https://openalex.org/I4210122187;Koltzov Institute of Developmental Biology;Koltzov Institute of Developmental Biology;55.755826, 37.6173;55.75222, 37.61556;415.0;True
1563;https://openalex.org/I4210155801;Institute of Cell Biophysics;Institute of Cell Biophysics;;54.83373, 37.61138;;True
1564;https://openalex.org/I154526488;INSTITUT NATIONAL DE LA SANTÉ ET DE LA RECHERCHE MÉDICALE;Inserm;;48.85341, 2.3488;;True
1566;https://openalex.org/I177639307;UNIVERSITY OF DUNDEE;University of Dundee;56.4574666, -2.9861189;56.46913, -2.97489;1469.0;True
1567;https://openalex.org/I208875869;Moscow State University M.V. Lomonosov;Moscow State University of Fine Chemical Technologies;55.755826, 37.6173;55.75222, 37.61556;415.0;False
1569;https://openalex.org/I913958620;Erasmus University Rotterdam;Erasmus University Rotterdam;51.9108417, 4.4684552;51.9225, 4.47917;1490.0;True
1570;https://openalex.org/I913958620;ERASMUS UNIVERSITY ROTTERDAM;Erasmus University Rotterdam;51.92421599999999, 4.481776;51.9225, 4.47917;261.0;True
1574;https://openalex.org/I4210103762;SES Europe;SES Europe (Norway);50.81057, 4.93622;59.13118, 10.21665;983933.0;False
1575;https://openalex.org/I4210127387;Russian Academy of Sciences - Siberian Branch;Siberian Branch of the Russian Academy of Sciences;;55.0415, 82.9346;;False
1591;https://openalex.org/I108103353;Universidad de Valladolid;Universidad de Valladolid;41.6562288, -4.716423;41.65518, -4.72372;617.0;True
1593;https://openalex.org/I98805295;UNIVERSITY OF THE AEGEAN;University of the Aegean;39.1051862, 26.5532677;39.10772, 26.55529;331.0;True
1595;https://openalex.org/I4210113404;Institute of Geology and Mineral Exploration;Institute of Geology and Mineral Exploration;;38.08333, 23.73333;;True
1598;https://openalex.org/I203082224;UNIVERSITY OF BIELEFELD;Hochschule Bielefeld;47.3792637, 8.5478951;52.03333, 8.53333;517510.0;False
1600;https://openalex.org/I82284825;CRANFIELD UNIVERSITY;Cranfield University;52.06457, -0.6172;52.06869, -0.60884;732.0;True
1605;https://openalex.org/I4210127711;NATIONAL HELLENIC RESEARCH FOUNDATION;National Hellenic Research Foundation;;37.98376, 23.72784;;True
1606;https://openalex.org/I126231945;QUEEN'S UNIVERSITY OF BELFAST;Queen's University Belfast;;54.59682, -5.92541;;True
1608;https://openalex.org/I3018370718;INSTITUTE OF FOOD RESEARCH;Quadram Institute;52.62473300000001, 1.224503;52.62783, 1.29834;4996.0;True
1609;https://openalex.org/I4394709259;University College Dublin (UCD);UCD Centre for Veterinary Epidemiology and Risk Analysis;53.3124019, -6.2544952;53.33306, -6.24889;2327.0;False
1851;https://openalex.org/I16465266;Universidad Austral de Chile;Austral University of Chile;-37.4630528, -72.3518429;-39.81422, -73.24589;272722.0;True
1613;https://openalex.org/I904495901;RUHR-UNIVERSITY BOCHUM;Ruhr University Bochum;51.445903, 7.2594225;51.48165, 7.21648;4965.0;False
1615;https://openalex.org/I153648349;UNIVERSITY OF LEICESTER;University of Leicester;52.624266, -1.124043;52.6386, -1.13169;1675.0;True
1616;https://openalex.org/I3019169596;DANISH TECHNOLOGICAL INSTITUTE;Danish Technological Institute;55.6582906, 12.2713808;55.65006, 12.3016;2105.0;True
1617;https://openalex.org/I87653560;Technical Research Centre of Finland;VTT Technical Research Centre of Finland;;60.2052, 24.6522;;False
1620;https://openalex.org/I71422933;Sheffield Hallam University;Sheffield Hallam University;53.3801535, -1.464765;53.38297, -1.4659;322.0;True
1627;https://openalex.org/I141766778;Teagasc, Agriculture and Food Development Authority;Teagasc - The Irish Agriculture and Food Development Authority;;52.84083, -6.92611;;False
1628;https://openalex.org/I109954829;Agricultural University of Athens;Agricultural University of Athens;37.9826243, 23.7067923;37.98376, 23.72784;1849.0;True
1631;https://openalex.org/I103320735;Università Cattolica del Sacro Cuore;Università Cattolica del Sacro Cuore;45.1441176, 9.9913592;45.46427, 9.18951;72110.0;True
1632;https://openalex.org/I142263535;UNIVERSITY OF NOTTINGHAM;University of Nottingham;52.9331912, -1.193602;52.9536, -1.15047;3675.0;True
1634;https://openalex.org/I180519160;COPENHAGEN BUSINESS SCHOOL;Copenhagen Business School;55.6864957, 12.5582864;55.67594, 12.56553;1259.0;True
1639;https://openalex.org/I27483092;Università degli Studi di Perugia;University of Perugia;;43.1122, 12.38878;;True
1640;https://openalex.org/I1302404375;CAB International;CAB International;51.42077, -0.568421;51.59982, -1.1248;43347.0;True
1642;https://openalex.org/I100532134;Université de Lyon I (Université Claude Bernard);Université Claude Bernard Lyon 1;50.1197541, 3.4189025;45.76601, 4.8795;496161.0;False
1645;https://openalex.org/I165339363;Universidad de Oviedo;Universidad de Oviedo;43.3559172, -5.8695256;43.36029, -5.84476;2060.0;True
1646;https://openalex.org/I161593684;Stockholms Universitet;Stockholm University;59.32893000000001, 18.06491;59.32938, 18.06871;221.0;True
1656;https://openalex.org/I162608824;UNIVERSITY OF SUSSEX;University of Sussex;;50.82838, -0.13947;;True
1659;https://openalex.org/I169381384;University of Groningen;University of Groningen;53.17182649999999, 6.605242899999999;53.21917, 6.56667;5858.0;True
1665;https://openalex.org/I27895137;Faculté des Sciences Agronomiques de Gembloux;Gembloux Agro-Bio Tech;50.5620121, 4.7015487;50.56149, 4.69889;197.0;False
1668;https://openalex.org/I4210159117;Instituto de Biologia Experimental e Tecnológica;Instituto de Biologia Experimental e Tecnológica;;38.69105, -9.31085;;True
1669;https://openalex.org/I68522396;Vlaamse Instelling voor Technologisch Onderzoek;Flemish Institute for Technological Research;51.2172695, 5.0720551;51.19188, 5.11662;4196.0;True
1683;https://openalex.org/I138549579;INTERNATIONAL SCHOOL FOR ADVANCED STUDIES;Scuola Internazionale Superiore di Studi Avanzati;45.7036395, 13.7194361;45.64953, 13.77678;7487.0;True
1684;https://openalex.org/I4210116218;Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia;"Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna ""Bruno Ubertini""";45.522819, 10.2210173;45.53558, 10.21472;1501.0;False
1686;https://openalex.org/I42934936;Dublin City University;Dublin City University;53.3828368, -6.276290299999999;53.33306, -6.24889;5826.0;True
1687;https://openalex.org/I161046081;Albert-Ludwigs-Universität Freiburg;University of Freiburg;48.0075341, 7.8584691;47.9959, 7.85222;1375.0;True
1688;https://openalex.org/I62318514;UNIVERSITY OF ESSEN;University of Duisburg-Essen;51.436263, 6.9891925;51.45657, 7.01228;2767.0;False
1690;https://openalex.org/I142444530;Università degli Studi di Trieste;University of Trieste;45.6584259, 13.7952529;45.64953, 13.77678;1744.0;True
1693;https://openalex.org/I4210118102;Consorzio per la Ricerca e l'Educazione Permanente;Consorzio per la Ricerca e l'Educazione Permanente;45.0617519, 7.6639198;45.07049, 7.68682;2044.0;True
1695;https://openalex.org/I141596103;Universidade de Lisboa;University of Lisbon;38.7527914, -9.1563038;38.71667, -9.13333;4484.0;True
1697;https://openalex.org/I184558857;ROYAL HOLLOWAY AND BEDFORD NEW COLLEGE;Royal Holloway University of London;51.428178, -0.562632;51.43158, -0.55239;805.0;True
1701;https://openalex.org/I110026055;Instituto Superior de Ciências do Trabalho e da Empresa;Iscte – Instituto Universitário de Lisboa;38.7464835, -9.1581978;38.71667, -9.13333;3955.0;True
1702;https://openalex.org/I166401450;Universidad de Córdoba;Universidad Nacional de Córdoba;37.8704375, -4.7905602;-31.4135, -64.18105;9860513.0;False
1705;https://openalex.org/I4210104855;Institut Scientifique de Service Public;Institut Scientifique de Service Public;50.6161415, 5.5680473;50.63373, 5.56749;1956.0;True
1707;https://openalex.org/I197681013;Université de Paris XII (Paris-Val de Marne);Université Paris-Est Créteil;48.8020844, 2.429756;48.79266, 2.46569;2833.0;False
1709;https://openalex.org/I84884186;University of Newcastle upon Tyne;Newcastle University;54.9815632, -1.6143783;54.97328, -1.61396;921.0;True
1710;https://openalex.org/I4210121589;Facultés Universitaires Saint-Louis;UCLouvain Saint-Louis Brussels;50.8541541, 4.3618182;50.85045, 4.34878;1004.0;True
1713;https://openalex.org/I1292227370;Victoria and Albert Museum;Victoria and Albert Museum;51.4941501, -0.1746853;51.50853, -0.12574;3746.0;True
1717;https://openalex.org/I4210158893;Bureau de Recherches Géologiques et Minières;Bureau de Recherches Géologiques et Minières;47.8311705, 1.9381128;47.90289, 1.90389;8373.0;True
1718;https://openalex.org/I51153154;Foundation for Sustainable Development;Novartis Foundation;51.973011, 5.6819831;47.55839, 7.57327;509284.0;False
