i.id;oa.id;i.name;oa.name;i.geo;oa.geo;dist (m);matching_name
7529;https://openalex.org/I686019;UNIVERSITY OF MINING AND METALLURGY;AGH University of Krakow;47.3842342, 15.0912349;50.06143, 19.93658;463462.0;True
7533;https://openalex.org/I4210155156;MERSEYSIDE PASSENGER TRANSPORT EXECUTIVE;Merseytravel;53.4093148, -2.98552;53.41058, -2.97794;522.0;True
7539;https://openalex.org/I114090438;Goethe-Universität;Goethe University Frankfurt;50.1109221, 8.6821267;50.11552, 8.68417;532.0;False
7541;https://openalex.org/I108290504;Pisa University;University of Pisa;43.7184555, 10.397678;43.70853, 10.4036;1202.0;False
7543;https://openalex.org/I4210147035;Institute of Biochemical Physics;Institute of Biochemical Physics NM Emanuel;56.281905, 38.1587124;55.75222, 37.61556;67886.0;False
7545;https://openalex.org/I59433898;Brunel University;Brunel University of London;;51.50853, -0.12574;;False
7546;https://openalex.org/I32597200;Ghent University;Ghent University;51.0498285, 3.7019098;51.05, 3.71667;1032.0;True
7547;https://openalex.org/I4210141358;Research Centre for Social Policy;European Centre for Social Welfare Policy and Research;50.445116, 30.612347;48.20849, 16.37208;1059734.0;False
7548;https://openalex.org/I4210153204;Universidade portucalense;Universidade Portucalense;41.1791079, -8.6057164;41.14961, -8.61099;3310.0;True
7549;https://openalex.org/I4210164058;Institute of History and Archaeology;Institute of History and Archaeology;;56.8519, 60.6122;;True
7550;https://openalex.org/I4210119369;Ural Branch of the Russian Academy of Sciences;Ural Branch of the Russian Academy of Sciences;59.4142343, 24.7360032;56.8519, 60.6122;2099015.0;True
7551;https://openalex.org/I67061984;NILU Norwegian Institute for Air Research;NILU;59.9749998, 11.0475037;59.95597, 11.04918;2118.0;False
7552;https://openalex.org/I4665924;University of Rostock;University of Rostock;54.1798619, 12.081186;54.0887, 12.14049;10848.0;True
7553;https://openalex.org/I4210127387;Russian Academy of Sciences, Siberian Branch;Siberian Branch of the Russian Academy of Sciences;;55.0415, 82.9346;;False
7555;https://openalex.org/I1315836254;Ministry of Public Health;Ministry of Public Health;59.9421552, 30.3747291;13.86075, 100.51477;7575381.0;True
7557;https://openalex.org/I107640659;South Ural University;South Ural State University;55.1745331, 61.42668080000001;55.15402, 61.42915;2286.0;False
7560;https://openalex.org/I4210162819;Institute of Oriental Studies;Institute of Oriental Studies;;55.75222, 37.61556;;True
7562;https://openalex.org/I98358874;Delft University of Technology;Delft University of Technology;52.0047805, 4.368502;52.00667, 4.35556;910.0;True
7566;https://openalex.org/I4210091383;ACD;Diabetes Canada;;43.70643, -79.39864;;False
7573;https://openalex.org/I55143463;Université de Turin;University of Turin;40.1087878, 18.1119318;45.07049, 7.68682;1014997.0;True
7576;https://openalex.org/I45129253;London University;University College London;51.5221726, -0.1282965;51.50853, -0.12574;1527.0;True
7579;https://openalex.org/I196551433;Yerevan State University;Yerevan State University;40.1818332, 44.5264669;40.18111, 44.51361;1095.0;True
7584;https://openalex.org/I2801223450;Institut royal des Sciences naturelles de Belgique;Institute of Natural Sciences;50.8367156, 4.3760772;50.85045, 4.34878;2451.0;True
7585;https://openalex.org/I4387153168;National Academy of Science of Ukraine;Institute for Safety Problems of Nuclear Power Plants;;51.27013, 30.21968;;False
7588;https://openalex.org/I47271250;State University of Moldova;State Agrarian University of Moldova;;47.00556, 28.8575;;False
7589;https://openalex.org/I4399598444;Faculty of Pharmacy;University of Belgrade – Faculty of Pharmacy;45.0506134, 7.6808392;44.80401, 20.46513;1005788.0;False
7594;https://openalex.org/I1294671590;Centre National de Recherche Scientifique;Centre National de la Recherche Scientifique;47.8405241, 1.946741;48.85341, 2.3488;116481.0;False
7599;https://openalex.org/I4210150971;Institute of Molecular Biology;Institute of Molecular Biology and Biophysics;;55.0415, 82.9346;;False
7600;https://openalex.org/I4210145551;Department of Chemistry;Department of Chemistry and Material Sciences;55.3680332, 10.4280104;55.75222, 37.61556;1699243.0;False
7602;https://openalex.org/I4387152565;Tampere University of Technology;Tampere University of Technology;;61.49911, 23.78712;;True
7603;https://openalex.org/I196355604;Tomsk State University;National Research Tomsk State University;;56.50032, 84.98204;;False
7607;https://openalex.org/I144889574;Université de Pau et des Pays de l'Adour;Université de Pau et des Pays de l'Adour;43.3115145, -0.3643724;43.31117, -0.35583;692.0;True
7615;https://openalex.org/I172675005;Technological University;Nanyang Technological University;;1.28967, 103.85007;;False
7616;https://openalex.org/I904495901;Ruhr Universität Bochum;Ruhr University Bochum;51.4425421, 7.2586109;51.48165, 7.21648;5237.0;False
7617;https://openalex.org/I4210156735;Academy of Sciences of the Republic of Uzbekistan;The Institute of History of The Academy of Sciences of The Republic of Uzbekistan;;39.05778, 66.83417;;False
7621;https://openalex.org/I4843557;Institute of Nuclear Physics;Budker Institute of Nuclear Physics;41.3379322, 69.3373239;55.0415, 82.9346;1819926.0;False
7624;https://openalex.org/I55383850;State University of Tashkent;Tashkent State University of Economics;41.377491, 64.585262;41.26465, 69.21627;386892.0;False
7625;https://openalex.org/I4210156735;Academy of sciences of the Republic of Uzbekistan;The Institute of History of The Academy of Sciences of The Republic of Uzbekistan;;39.05778, 66.83417;;False
7627;https://openalex.org/I4394709282;State University of Samarkand;Samarkand branch of Tashkent State University of Economics;39.6456658, 66.961133;39.65417, 66.95972;953.0;False
7628;https://openalex.org/I161929037;University of Western Brittany;Université de Bretagne Occidentale;48.3586915, -4.5633119;48.39029, -4.48628;6687.0;True
7629;https://openalex.org/I32021983;Universität Kiel;Kiel University;54.3470726, 10.1158166;54.32133, 10.13489;3118.0;False
7630;https://openalex.org/I71305448;Voronezh State University;Voronezh State University;51.6754966, 39.2088823;51.67204, 39.1843;1738.0;True
7631;https://openalex.org/I7935750;German Collection of Microorganisms and Cell Cultures, DSMZ;Leibniz Institute DSMZ – German Collection of Microorganisms and Cell Cultures;52.2154238, 10.5325893;52.26594, 10.52673;5631.0;False
7632;https://openalex.org/I4210111563;Academy of sciences of Kazakhstan;National Academy of Sciences of the Republic of Kazakhstan;;43.25, 76.91667;;False
7633;https://openalex.org/I4210098803;Ministry of Culture of Kazakhstan;Ministry of Culture and Sport of the Republic of Kazakhstan;;51.1801, 71.44598;;False
7638;https://openalex.org/I95220073;University of Lapland;University of Lapland;60.4543077, 22.2724918;66.5, 25.71667;693402.0;True
7641;https://openalex.org/I4210111570;Russian Academy of Agricultural Sciences;All-Russian Scientific Research and Technological Institute of Poultry Russian Academy of Agricultural Sciences;59.73818799999999, 30.425152;55.75222, 37.61556;614589.0;False
7642;https://openalex.org/I78650965;Technische Universität Dresden;TU Dresden;50.9179666, 6.9134915;51.05089, 13.73832;477800.0;True
7643;https://openalex.org/I4210125031;Daghestan State University;Daghestan State Pedagogical University;;42.97638, 47.50236;;False
7647;https://openalex.org/I4210109089;National Institute of Hygiene;National Institute Of Hygiene And Epidemiology;52.2107833, 21.0231463;21.0245, 105.84117;7829942.0;False
7650;https://openalex.org/I884043246;Technische Universität Hamburg - Harburg;Hamburg University of Technology;53.4603112, 9.9710883;53.55073, 9.99302;10158.0;False
7651;https://openalex.org/I151823869;National Academy of Sciences of Belarus;National Academy of Sciences of Belarus;;53.9, 27.56667;;True
7652;https://openalex.org/I4210141538;St. Petersburg State Technical University;State Marine Technical University of St. Petersburg;;59.93863, 30.31413;;False
7653;https://openalex.org/I4210089144;National Center for Scientific Research;Centre National pour la Recherche Scientifique et Technique (CNRST);48.8235176, 2.3414693;34.01325, -6.83255;1812668.0;False
7654;https://openalex.org/I17877952;Ministry of Education of the Russian Federation;Sechenov University;55.8193912, 37.6469803;55.75222, 37.61556;7723.0;False
7656;https://openalex.org/I169381384;Groningen University;University of Groningen;;53.21917, 6.56667;;False
7657;https://openalex.org/I172901346;Saint-Petersburg State University;St Petersburg University;59.939833, 30.29941;59.93863, 30.31413;831.0;False
7658;https://openalex.org/I197524780;Petrozavodsk State University;Petrozavodsk State University;61.782805, 34.385531;61.78491, 34.34691;2044.0;True
7659;https://openalex.org/I4210117272;Fraunhofer Institute for Solar Energy Systems;Fraunhofer Institute for Solar Energy Systems;53.3844407, 8.1364029;47.9959, 7.85222;599511.0;True
7662;https://openalex.org/I161103922;Philipps University Marburg;Philipps University of Marburg;50.8156385, 8.7731435;50.80904, 8.77069;754.0;False
7663;https://openalex.org/I188973947;Novosibirsk State University;Novosibirsk State University;54.8500721, 83.091653;55.0415, 82.9346;23531.0;True
7664;https://openalex.org/I2802000777;State Research Center of Virology and Biotechnology;State Research Center of Virology and Biotechnology VECTOR;56.7602778, 60.8208333;54.9376, 83.1825;1404039.0;False
7665;https://openalex.org/I1333622710;Geological Survey of Finland;Geological Survey of Finland;60.1804412, 24.8311208;60.2052, 24.6522;10266.0;True
7668;https://openalex.org/I4210104272;Dagestan Scientific Center;Dagestan Scientific Center of the Russian Academy of Sciences;;42.97638, 47.50236;;False
7670;https://openalex.org/I4210100799;Vladikavkaz Institute of Management;Vladikavkaz Institute of Management;;43.03667, 44.66778;;True
7672;https://openalex.org/I70349855;Academy of Science;Vietnam Academy of Science and Technology;55.7953597, 49.1118398;21.0245, 105.84117;6029769.0;False
7673;https://openalex.org/I4210111563;Academy of Sciences of Republic Kazakhstan;National Academy of Sciences of the Republic of Kazakhstan;;43.25, 76.91667;;False
7676;https://openalex.org/I4210114426;RESEARCH PROMOTION FOUNDATION;Foundation for Promotion of Cancer Research;;35.6895, 139.69171;;False
7681;https://openalex.org/I4210128557;MINISTRY OF EDUCATION AND RESEARCH;Ministry of Higher Education and Scientific Research;;33.34058, 44.40088;;False
7686;https://openalex.org/I1330829364;MINISTRSTVO ZA VISOKO SOLSTVO, ZNANOST IN TEHNOLOGIJO;Ministry of Higher Education Science, and Technology;46.0466063, 14.5075469;46.05108, 14.50513;531.0;True
7688;https://openalex.org/I4210087747;CTI;Creative Technologies (United States);;34.05223, -118.24368;;False
7689;https://openalex.org/I55513165;Tyndall National Institute;Tyndall National Institute;;51.89797, -8.47061;;True
7691;https://openalex.org/I182083151;UNIVERSIDAD REY JUAN CARLOS;Universidad Rey Juan Carlos;;40.4165, -3.70256;;True
7692;https://openalex.org/I50441567;UNIVERSITAT DE LES ILLES BALEARS;Universitat de les Illes Balears;39.5856812, 2.6509253;39.56939, 2.65024;1812.0;True
7697;https://openalex.org/I1317774081;INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE;International Institute for Applied Systems Analysis;48.0682302, 16.3585016;48.06833, 16.35607;181.0;True
7705;https://openalex.org/I4210163092;ISTITUTO NAZIONALE PER LA FISICA DELLA MATERIA;Istituto Nazionale per la Fisica della Materia;44.4203046, 8.8784348;44.40478, 8.94439;5516.0;True
7707;https://openalex.org/I50357001;UNIVERSIDAD CARLOS III DE MADRID;Universidad Carlos III de Madrid;40.3151426, -3.7272245;40.4165, -3.70256;11463.0;True
7710;https://openalex.org/I4387154336;SWEDISH INSTITUTE OF COMPUTER SCIENCE;Swedish Institute of Computer Science;59.4041078, 17.9482812;59.40316, 17.94479;224.0;True
7715;https://openalex.org/I385303915;WROCLAW MEDICAL UNIVERSITY;Wroclaw Medical University;51.1117536, 17.069905;51.1, 17.03333;2869.0;True
7719;https://openalex.org/I58028834;UNIVERSIDADE DA MADEIRA;Universidade da Madeira;;32.66568, -16.92547;;True
7722;https://openalex.org/I4210148160;RTD TALOS;RTD Talos (Cyprus);;35.17531, 33.3642;;False
7723;https://openalex.org/I4210129478;MINISTRY OF SCIENCE AND TECHNOLOGY;Ministry of Science and Technology Thailand;;13.759, 100.53358;;False
7726;https://openalex.org/I4923324;Fraunhofer Gesellschaft zur Förderung der angewandten Forschung e. V.;Fraunhofer Society;52.3015437, 10.545708;48.13743, 11.57549;468776.0;False
7740;https://openalex.org/I4210163252;HUNGARIAN MEAT RESEARCH INSTITUTE;Hungarian Meat Research Institute;47.4651055, 19.082199;47.49835, 19.04045;4849.0;True
7743;https://openalex.org/I4210147895;INSTITUTE OF MEAT HYGIENE AND TECHNOLOGY;Institut za higijenu i tehnologiju mesa;;44.80401, 20.46513;;True
7744;https://openalex.org/I104817121;UNIVERSITY OF SARAJEVO;University of Sarajevo;;43.84864, 18.35644;;True
7745;https://openalex.org/I181343428;UNIVERSITY OF ZAGREB;University of Zagreb;45.8125386, 15.9994543;45.81444, 15.97798;1678.0;True
7750;https://openalex.org/I4210088013;INSTITUTE FOR ANTHROPOLOGICAL RESEARCH;Institute for Anthropological Research;;45.81444, 15.97798;;True
7752;https://openalex.org/I140596196;UNIVERSITY OF TUZLA;University of Tuzla;;44.53842, 18.66709;;True
7758;https://openalex.org/I6289922;UNIVERSIDADE DE VIGO;Universidade de Vigo;42.2390169, -8.716498999999999;42.23282, -8.72264;855.0;True
7765;https://openalex.org/I4210136707;SCHOOL OF HEALTH SCIENCES;Swedish School of Sport and Health Sciences;57.7824507, 14.1631385;59.32938, 18.06871;284376.0;False
7768;https://openalex.org/I4210123675;Hospital Reina Sofia;Hospital Universitario Reina Sofía;37.8704375, -4.7905602;37.89155, -4.77275;2820.0;False
7769;https://openalex.org/I8087733;University of Tübingen;University of Tübingen;48.4980483, 9.0561994;48.52266, 9.05222;2752.0;True
7770;https://openalex.org/I9360294;University of Bologna;University of Bologna;44.496608, 11.3550043;44.49381, 11.33875;1326.0;True
7775;https://openalex.org/I90668476;Writtle College;Writtle University College;;51.73575, 0.46958;;True
7781;https://openalex.org/I4577782;Berlin University of Technology;Technische Universität Berlin;52.4577487, 13.298238;52.52437, 13.41053;10615.0;False
7783;https://openalex.org/I55060895;UNIVERSITY OF GREENWICH;University of Greenwich;51.48112, -0.0080713;51.50853, -0.12574;8698.0;True
7788;https://openalex.org/I4210158112;UGANDA NATIONAL COUNCIL FOR SCIENCE AND TECHNOLOGY;Uganda National Council for Science and Technology;;0.31628, 32.58219;;True
7792;https://openalex.org/I4210094245;NATIONAL SCHOOL OF PUBLIC HEALTH;National School of Public Health;39.356947, 22.9575735;37.98376, 23.72784;166691.0;True
7796;https://openalex.org/I4210161542;ISTITUTO NAZIONALE RIPOSO E CURA ANZIANI;Istituto Nazionale di Riposo e Cura per Anziani;43.6124987, 13.5344667;43.5942, 13.50337;3226.0;False
7797;https://openalex.org/I4210141358;Centre for Social Policy Research;European Centre for Social Welfare Policy and Research;53.0827132, 8.8226944;48.20849, 16.37208;758899.0;False
7810;https://openalex.org/I4210138708;DIRECTORATE GENERAL OF ANTIQUITIES AND MUSEUMS;Directorate-General of Antiquities and Museums;;33.5102, 36.29128;;False
7812;https://openalex.org/I140744787;University Pardubice;University of Pardubice;49.8725974, 16.3121133;50.04075, 15.77659;42630.0;False
7815;https://openalex.org/I1290625346;HUNGARIAN CENTRAL STATISTICAL OFFICE;Hungarian Central Statistical Office;47.5163241, 19.1142248;47.49835, 19.04045;5891.0;True
7818;https://openalex.org/I130194489;UNIVERSITY OF ALICANTE;University of Alicante;38.4865462, -0.600554;38.34517, -0.48149;18834.0;True
7820;https://openalex.org/I45294948;INSTITUTE OF EDUCATION;Post Graduate Institute of Medical Education and Research;51.5231223, -0.1291826;30.73629, 76.7884;6514883.0;False
7822;https://openalex.org/I2802567020;COPENHAGEN UNIVERSITY HOSPITAL;Copenhagen University Hospital;55.6953544, 12.5676701;55.67594, 12.56553;2163.0;True
7826;https://openalex.org/I2802567020;Copenhagen University Hospital;Copenhagen University Hospital;55.6953625, 12.5676851;55.67594, 12.56553;2164.0;True
7827;https://openalex.org/I118564535;University of Bern;University of Bern;46.9571179, 7.4271369;46.94809, 7.44744;1839.0;True
7830;https://openalex.org/I173304897;University of Granada;Universidad de Granada;;37.18817, -3.60667;;True
7835;https://openalex.org/I4210146599;Institute of Biological, Environmental and Rural Sciences;Institute of Biological, Environmental and Rural Sciences;;52.41548, -4.08292;;True
7836;https://openalex.org/I172446870;UNIVERSITY OF CAGLIARI;University of Cagliari;39.2200449, 9.1094585;39.23054, 9.11917;1436.0;True
7838;https://openalex.org/I4210086792;HANNAH RESEARCH INSTITUTE;Hannah Research Foundation;55.458564, -4.629179000000001;55.46273, -4.63393;552.0;True
7843;https://openalex.org/I3019502701;NORWEGIAN MARINE TECHNOLOGY RESEARCH INSTITUTE;SINTEF Ocean;63.422577, 10.4354517;63.43049, 10.39506;2193.0;True
7850;https://openalex.org/I20696738;WUPPERTAL INSTITUTE FOR CLIMATE, ENVIRONMENT AND ENERGY;Wuppertal Institute for Climate, Environment and Energy;51.2554495, 7.1525328;51.25627, 7.14816;318.0;True
7853;https://openalex.org/I181877577;SHANXI UNIVERSITY;Shanxi University;;37.86944, 112.56028;;True
7854;https://openalex.org/I52158045;CHINA AGRICULTURAL UNIVERSITY;China Agricultural University;;39.9075, 116.39723;;True
7865;https://openalex.org/I4210139348;INSTITUT DE CULTURA DE BARCELONA;Institut de Cultura de Barcelona;41.5357042, 1.7692755;41.38879, 2.15899;36352.0;True
7867;https://openalex.org/I4210096961;INTERNATIONAL COUNCIL ON MONUMENTS AND SITES;Conseil international des monuments et des sites;48.8534667, 2.2955402;48.82209, 2.41217;9221.0;True
7868;https://openalex.org/I4210145888;REGIONE AUTONOMA VALLE D'AOSTA;Osservatorio Astronomico della Regione Autonoma Valle d'Aosta;45.7371594, 7.3221265;45.74026, 7.4666;11217.0;False
7875;https://openalex.org/I5681781;Uni;The University of Adelaide;48.8462095, 2.3550552;-34.92866, 138.59863;16141668.0;False
7878;https://openalex.org/I66862912;Chalmers University of Technology;Chalmers University of Technology;57.6871747, 11.9759205;57.70716, 11.96679;2288.0;True
7893;https://openalex.org/I45084792;University of Florence;University of Florence;43.764492, 11.2469893;43.77925, 11.24626;1642.0;True
7896;https://openalex.org/I71999127;University of Barcelona;Universitat de Barcelona;41.385567, 2.1174811;41.38879, 2.15899;3481.0;True
7900;https://openalex.org/I2799983929;HISTORIC SCOTLAND;Historic Environment Scotland;55.9316078, -3.3027152;55.95206, -3.19648;6996.0;False
12483;https://openalex.org/I137799390;THE UNIVERSITY OF THE WEST INDIES;University of the West Indies System;;17.99702, -76.79358;;False
7910;https://openalex.org/I206451062;UNIVERSITY OF ARCHITECTURE, CIVIL ENGINEERING AND GEODESY;University of Architecture, Civil Engineering and Geodesy;;42.69751, 23.32415;;True
7912;https://openalex.org/I79510175;Cardiff University;Cardiff University;51.4865872, -3.1817252;51.48, -3.18;742.0;True
7914;https://openalex.org/I7597260;HUNGARIAN ACADEMY OF SCIENCES;Hungarian Academy of Sciences;47.5030935, 19.0307201;47.49835, 19.04045;901.0;True
7915;https://openalex.org/I4210099296;MUSEUM OF ETHNOGRAPHY;Russian Museum of Ethnography;47.5078382, 19.0478396;59.93863, 30.31413;1563548.0;False
7919;https://openalex.org/I55905543;CYPRUS INSTITUTE OF NEUROLOGY AND GENETICS;Cyprus Institute of Neurology and Genetics;;35.17531, 33.3642;;True
7927;https://openalex.org/I1331223999;NATIONAL BOARD OF FISHERIES;Swedish National Board of Fisheries;;57.70716, 11.96679;;False
7929;https://openalex.org/I104588304;UNIVERSITY OF SZCZECIN;University of Szczecin;53.440361, 14.547175;53.42894, 14.55302;1328.0;True
7945;https://openalex.org/I4210113650;EUROPEAN SCIENCE EVENTS ASSOCIATION;European Science Events Association;48.1520398, 16.3144653;48.20849, 16.37208;7593.0;True
7950;https://openalex.org/I4210100892;ASSOCIATION FRANCAISE CONTRE LES MYOPATHIES;Association Francaise contre les Myopathies;48.8370792, 2.3650429;48.74607, 2.35275;10160.0;True
7967;https://openalex.org/I4210109992;MINISTRY OF ECONOMIC AFFAIRS AND COMMUNICATIONS;Ministry of Economic Affairs and Communications;59.4347747, 24.743675;59.43696, 24.75353;608.0;True
7968;https://openalex.org/I4387152445;DANISH FUNDAMENTAL METROLOGY;Danish National Metrology Institute;55.78479, 12.518744;55.88098, 12.50111;10752.0;True
7969;https://openalex.org/I202502355;SP;Singapore Polytechnic;57.7166667, 12.9333333;1.28967, 103.85007;9940744.0;False
7971;https://openalex.org/I4210150129;INTERNATIONAL CENTRE FOR ADVANCED MEDITERRANEAN AGRONOMIC STUDIES;International Centre for Advanced Mediterranean Agronomic Studies;41.6828663, -0.8285629;41.04376, 16.88491;1477390.0;True
7976;https://openalex.org/I60419261;PEACE INSTITUTE;Peace Research Institute Oslo;46.0558243, 14.5155749;59.91273, 10.74609;1560713.0;False
7977;https://openalex.org/I198945027;CENTRAL EUROPEAN UNIVERSITY;Central European University;;48.20849, 16.37208;;True
7980;https://openalex.org/I4387154353;FACHHOCHSCHULE OLDENBURG/OSTFRIESLAND/WILHELMSHAVEN;Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven;53.3676881, 7.1806243;52.83333, 9.16667;145292.0;True
7982;https://openalex.org/I193662353;UNIVERSITEIT UTRECHT;Utrecht University;52.0847764, 5.1753031;52.09083, 5.12222;3689.0;True
7983;https://openalex.org/I151746483;UNIVERSITY OF WATERLOO;University of Waterloo;43.4695337, -80.5387458;43.4668, -80.51639;1830.0;True
7984;https://openalex.org/I4401200256;NANSEN ENVIRONMENTAL AND REMOTE SENSING CENTER;Nansen Environmental and Remote Sensing Center;60.3739641, 5.3425806;60.39299, 5.32415;2346.0;True
7987;https://openalex.org/I1293303778;FLANDERS MARINE INSTITUTE;Flanders Marine Institute;;51.21551, 2.927;;True
7998;https://openalex.org/I2802751956;HOGESCHOOL VOOR DE KUNSTEN UTRECHT;University of the Arts Utrecht;52.0806641, 5.1339848;52.09083, 5.12222;1387.0;True
8014;https://openalex.org/I146583814;LAW UNIVERSITY OF LITHUANIA;Mykolas Romeris University;54.9014834, 24.0209867;54.68916, 25.2798;84076.0;False
8021;https://openalex.org/I4210095044;FOLKECENTER FOR RENEWABLE ENERGY;Nordic Folkecenter for Renewable Energy;56.6940709, 8.4135498;56.74944, 8.41953;6168.0;False
8023;https://openalex.org/I4210112087;CENTRE FOR ALTERNATIVE TECHNOLOGY;Centre for Alternative Technology;;52.51667, -3.3;;True
8025;https://openalex.org/I182212641;UNIVERSITY OF SALZBURG;University of Salzburg;47.7890058, 13.0593833;47.79941, 13.04399;1631.0;True
8032;https://openalex.org/I2801928633;LIVERPOOL CITY COUNCIL;Liverpool City Council;51.5033249, -0.1195434;53.41058, -2.97794;287162.0;True
8034;https://openalex.org/I4210095974;STOWARZYSZENIE MIASTA W INTERNECIE;Cities On Internet Association;50.0114818, 20.982871;50.01381, 20.98698;391.0;True
8035;https://openalex.org/I4210115809;LONDON BOROUGH OF CAMDEN;London Borough of Camden;51.5344046, -0.1385196;51.50853, -0.12574;3010.0;True
8044;https://openalex.org/I1317171322;NATIONAL ARCHIVES;National Archives and Records Administration;59.3273178, 18.0207427;38.89511, -77.03637;6634459.0;False
8048;https://openalex.org/I4210094039;NATIONAL ARCHIVES OF ESTONIA;National Archives of Estonia;58.3782516, 26.7118636;58.38062, 26.72509;815.0;True
8051;https://openalex.org/I4210151857;"NATIONAL INSTITUTE FOR MARINE RESEARCH AND DEVELOPMENT ""GRIGORE ANTIPA""";Institutul Naţional de Cercetare Dezvoltare Marină Grigore Antipa;44.2380921, 28.6219983;44.18073, 28.63432;6454.0;False
8054;https://openalex.org/I102808428;TBILISI STATE UNIVERSITY;Tbilisi State University;;41.69411, 44.83368;;True
8063;https://openalex.org/I4210153379;BUNDESREPUBLIK DEUTSCHLAND;Zentralinstitut für die Kassenärztliche Versorgung in der Bundesrepublik Deutschland;52.2956164, 10.4573437;52.52437, 13.41053;201908.0;False
8064;https://openalex.org/I62318514;UNIVERSITY OF DUISBURG-ESSEN;University of Duisburg-Essen;51.436263, 6.9891925;51.45657, 7.01228;2767.0;True
8076;https://openalex.org/I904013037;UNIVERSIDAD EUROPEA DE MADRID;Universidad Europea de Madrid;40.4291028, -3.9175687;40.4165, -3.70256;18254.0;True
8080;https://openalex.org/I4210123751;SWEDISH GEOTECHNICAL INSTITUTE;Swedish Geotechnical Institute;58.3956955, 15.5730606;58.41086, 15.62157;3291.0;True
8105;https://openalex.org/I11381156;OGU;Osaka Gakuin University;39.7766667, 30.5205556;34.76143, 135.51567;8715427.0;False
8110;https://openalex.org/I32021983;KIEL UNIVERSITY;Kiel University;54.3460549, 10.1147022;54.32133, 10.13489;3045.0;True
8112;https://openalex.org/I158438070;Universidad de La Laguna;Universidad de La Laguna;28.4874009, -16.3159061;28.4853, -16.32014;475.0;True
8128;https://openalex.org/I205984670;CZECH UNIVERSITY OF AGRICULTURE PRAGUE;Czech University of Life Sciences Prague;49.9941317, 14.8608786;50.08804, 14.42076;33120.0;False
8129;https://openalex.org/I85686399;UNIVERSITY OF WEST HUNGARY;University of Sopron;;47.68501, 16.59049;;True
8130;https://openalex.org/I2802391510;EUROPEAN CENTRE FOR NATURE CONSERVATION;European Centre for Nature Conservation;51.5611022, 5.0504456;51.55551, 5.0913;2892.0;True
8132;https://openalex.org/I190249584;UNIVERSITY OF INNSBRUCK;Universität Innsbruck;47.2644061, 11.3425209;47.26266, 11.39454;3930.0;True
8134;https://openalex.org/I4210100739;EUROPEAN FORUM ON NATURE CONSERVATION AND PASTORALISM;European Forum on Nature Conservation and Pastoralism;;52.11285, -4.08039;;True
8143;https://openalex.org/I4210104990;EUROPEAN SHIPPERS COUNCIL;European Shippers' Council;50.8369729, 4.3745887;50.85045, 4.34878;2351.0;False
8144;https://openalex.org/I4210113121;URBA 2000;Urba 2000;48.8540618, 2.2762069;48.85341, 2.3488;5312.0;True
8145;https://openalex.org/I4210127141;INSTITUT NATIONAL DE L'ENVIRONNEMENT INDUSTRIEL ET DES RISQUES;Institut national de l'environnement industriel et des risques;49.274228, 2.517388;49.27914, 2.5241;732.0;True
8153;https://openalex.org/I4210133351;WILDFOWL AND WETLANDS TRUST;Wildfowl & Wetlands Trust;;51.86568, -2.2431;;False
8156;https://openalex.org/I1341618623;NATIONAL MUSEUM OF NATURAL HISTORY;National Museum of Natural History;52.1641945, 4.4738015;38.89511, -77.03637;6171547.0;True
8158;https://openalex.org/I2800614204;BALTIC SEA RESEARCH INSTITUTE;Leibniz Institute for Baltic Sea Research;54.1800876, 12.081045;54.1767, 12.08402;424.0;False
8159;https://openalex.org/I4210142198;INSTITUTE OF OCEANOLOGY POLISH ACADEMY OF SCIENCES;Instytut Oceanologii Polskiej Akademii Nauk;52.233183, 20.9149966;54.4418, 18.56003;291099.0;True
8170;https://openalex.org/I23574469;CRACOW UNIVERSITY OF ECONOMICS;Krakow University of Economics;50.0708874, 19.9551968;50.06143, 19.93658;1695.0;True
8171;https://openalex.org/I145236414;INTERNATIONAL PLANT GENETIC RESOURCES INSTITUTE;Alliance Bioversity International - CIAT;41.8606263, 12.487922;41.89193, 12.51133;3984.0;False
8173;https://openalex.org/I4210120464;ISTITUTO SPERIMENTALE PER LA FRUTTICOLTURA;Istituto Sperimentale per la Frutticoltura;41.7870723, 12.569605;41.89193, 12.51133;12620.0;True
8174;https://openalex.org/I22128151;University of Derby;University of Derby;52.945518, -1.503935;52.92277, -1.47663;3122.0;True
8177;https://openalex.org/I136040515;UNIVERSIDAD DE DEUSTO;Universidad de Deusto;43.2697631, -2.9315581;43.26271, -2.92528;935.0;True
8180;https://openalex.org/I134023368;INSTITUTE FOR INTERDISCIPLINARY STUDIES OF AUSTRIAN UNIVERSITIES;Institute for Interdisciplinary Studies of Austrian Universities;48.1997913, 16.3430049;48.20849, 16.37208;2362.0;True
8181;https://openalex.org/I4400009062;FACULTY OF ECONOMICS;University of Belgrade – Faculty of Economics and Business;;44.80401, 20.46513;;False
8187;https://openalex.org/I205747304;INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE;Institut National Polytechnique de Toulouse;43.5336167, 1.4901015;43.60426, 1.44367;8700.0;True
8189;https://openalex.org/I97565354;University of Lausanne;University of Lausanne;46.5230847, 6.640415;46.516, 6.63282;979.0;True
