institution_id;institution_name;search_result_name;institution_geolocation;dist (m);source
9800;SIEMENS AG TRANSPORTATION SYSTEMS;Werner-Von-Siemens-Straße;49.592577, 11.013647;;Mapbox
9801;UNION OF EUROPEAN RAILWAY INDUSTRIES;Avenue Louise 221;50.825996, 4.364618;;Mapbox
9802;LKW WALTER INTERNATIONALE TRANSPORTORGANISATION AG;Iz-Nö-Süd Straße 4 14;48.075124, 16.323025;;Mapbox
9803;EXEL PLC;Exel Composites (United Kingdom);53.34174, -2.73124;;OpenAlexNormalized
9804;RAIL4CHEM EISENBAHNVERKEHRSGESELLSCHAFT GMBH;Schützenbahn 60;51.460519, 7.015393;;Mapbox
9805;GYQR-SOPRON-EBENFURTH RAILWAY S.C.;Őr Utca 1;47.491097, 19.075349;;Mapbox
9806;ERMEWA;Rue Du Mont-Blanc 7;46.207646, 6.145885;;Mapbox
9807;SO.GE.MAR S.P.A.;Via Magenta 60;45.518422, 9.033607;;Mapbox
9808;Consorzio per la Ricerca e lo Sviluppo di Tecnologie per il Trasporto Innovativo;Strada Statale 106;40.15868, 16.644135;;Mapbox
9810;PESCADOS Y MARISCOS SETE, S.L.;Plaza Mayor;40.029935, -6.090316;;Mapbox
9812;MG TRADING & CONSULTING;Bulevardul Tomis 307;44.205357, 28.618657;;Mapbox
9815;ECO-ABALONE;St;42.733133, -87.822344;;Mapbox
9820;TROUW ESPANA S.A.;Carretera De La Estación;42.798183, -3.396557;;Mapbox
9822;THE CHANCELLOR, MASTER AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE;74 Trumpington Street;52.202403, 0.11779;;Mapbox
9823;AJUNTAMENT DE BADALONA;Cl Ignasi Iglesias;41.448141, 2.244931;;Mapbox
9824;AJUNTAMENT DE SANTA COLOMA DE GRAMENET;Plaça De La Vila;41.451154, 2.208677;;Mapbox
9826;MUNICIPALITY OF RIA-SIRACH;Place Du 8 Mai 1945;42.607443, 2.398044;;Mapbox
9833;ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS CENTRE DE LILLE;8 Boulevard Louis Xiv;50.628371, 3.071447;;Mapbox
9834;GROUPEMENT D'ETABLISSEMENTS DE FORMATION L'ENERGIE - LYCEE MAXIMILIEN PERRET;Place De San Benedetto Del Tronto;48.786802, 2.425533;;Mapbox
9835;IBERDROLA INGENIERIA Y CONSULTORIA, S.A.;Calle José Baldasano Baos;40.466558, -3.672397;;Mapbox
9836;INSTITUT ENSAM DE CORSE;Maison Du Parc;44.609071, 4.72307;;Mapbox
9837;POLE SCOLAIRE DE LA BANNIERE - ECOLE DE L'ENVIRONNEMENT;7 Rue Des Bernardines;47.184808, 5.242219;;Mapbox
9838;WHITBYBIRD LTD;60 Newman Street;51.517736, -0.135748;;Mapbox
9839;CONSEIL REGIONAL RHOHE-ALPES;78 Route De Lyon;45.814089, 4.819249;;Mapbox
9840;VILLE DE CHAMBERY;Place De L'hôtel De Ville;45.566195, 5.920161;;Mapbox
9841;ASSOCIATION SOEIL-MARGUERITE;114 Boulevard Du 11 Novembre 1918;45.778437, 4.871332;;Mapbox
9842;CEME LIMITED;Thames Avenue;51.521975, 0.161597;;Mapbox
9843;SWAGRO BOUW BV;Stationsstraat 10;51.967612, 5.665969;;Mapbox
