institution_id;institution_name;search_result_name;institution_geolocation;dist (m);source
9366;FONDATION INSTITUT BOUISSON BERTRAND - UMR 145 - DÉPARTEMENT MALADIES INFECTIEUSES ET SANTÉ INTERNATIONALE;778 Rue De La Croix Verte;43.645128, 3.841213;;Mapbox
9367;MAKERERE UNIVERSITY MEDICAL SCHOOL, DEPARTMENT OF PAEDIATRICS AND CHILD HEALTH;Kampala;0.317714, 32.581354;;Mapbox
9372;BOURGAS PROF. ASSEN ZLATAROV UNIVERSITY;Bgs3010;42.7267, 27.279507;;Mapbox
9379;WRC-NSF LTD;Frankland Road;51.54548, -1.841938;;Mapbox
9390;"UNIVERSITE DE KENITRA ""IBN TOFAIL""";Kenitra;34.259375, -6.585164;;Mapbox
9391;EUROPEAN INSTITUTE OF CULTURAL ROUTES;Rue Du Rham;49.6638, 6.228977;;Mapbox
9392;CITTA DI SIRACUSA;Piazza Duomo 4;37.059624, 15.293346;;Mapbox
9395;USTAV TEORETICKÉ A APLIKOVANÉ MECHANIKY AV CR;Prosecká 76;50.120171, 14.505387;;Mapbox
9396;CONSEIL D'ARCHITECTURE D'URBANISME ET D'ENVIRONNEMENT DE L'OISE;Parc Du Château;48.793991, 6.139266;;Mapbox
9397;C.O.C. CONSEIL;9 Avenue Ducis;48.86678, 2.162741;;Mapbox
9399;BIOPREDIC INTERNATIONAL;Rue Jean Becker;48.931206, 6.711057;;Mapbox
9400;GENOPOIETIC S.A.S.;1390 Rue Centrale;45.836751, 4.988346;;Mapbox
9401;QUEEN MARY & WESTFIELD COLLEGE, UNIVERSITY OF LONDON;Mile End Road;51.522243, -0.043926;;Mapbox
9403;UNIVERSITÉ DE CAEN, BASSE NORMANDIE;Esplanade De La Paix;49.188666, -0.363159;;Mapbox
9404;UNIVERSITY OF CRETE - FACULTY OF MEDICINE;Avenida;4.155683, -74.897027;;Mapbox
9405;GESELLSCHAFT FÜR BIOTECHNOLOGISCHE FORSCHUNG MBH;Inhoffenstraße 7;52.210984, 10.531293;;Mapbox
9406;"UNIVERSITA' DEGLI STUDI DI ROMA ""LA SAPIENZA""";Piazzale Aldo Moro;41.661763, 12.500688;;Mapbox
9407;UNIVERSITY OF MEDICINE AND PHARMACY VICTOR BABES TIMISOARA;Strada Nuță;44.391389, 24.941324;;Mapbox
9408;ABCYS SA;5 La Rue;49.457967, -1.318595;;Mapbox
9415;SWISS FEDERAL INSTITUTE OF TECHNOLOGY (EPFL);Ecublens;46.611015, 6.809527;;Mapbox
9417;INSTITUT DE RECERCA DE L'HOSPITAL UNIVERSITARI VALL D'HEBRON';Ps Vall D'hebron;41.42822, 2.144228;;Mapbox
9418;INSTITUTO DE TECNOLOGIA QUÍMICA E BIOLÓGICA;Avenida Da República;38.694662, -9.324276;;Mapbox
9419;FONDAZIONE ITALIANA PER LA RICERCA SUL CANCRO;Via Corridoni 7;45.463425, 9.200902;;Mapbox
9421;UNIVERSITÀ DI TORINO DIPARTIMENTO DI SCIENZE ONCOLOGICHE;Via Giuseppe Verdi 8;45.06969, 7.689045;;Mapbox
9423;FUNDACION INSTITUTO LELOIR;Avenida Patricias Argentinas 435;-34.604259, -58.434282;;Mapbox
9428;"FUNDACIÓN HOSPITAL UNIVERSITARIO ""LA FE""";Avinguda De Campanar;39.482788, -0.392373;;Mapbox
9432;NOVARTIS PHARMA AG;Novartis (Netherlands);51.98, 5.91111;;OpenAlexNormalized
9433;PROGENIKA BIOPHARMA S.A.;Parque Tecnológico;42.292779, -7.805858;;Mapbox
9434;PHARMAMAR S.A. SOCIEDAD UNIPERSONAL;Avenida De Los Reyes;40.655447, -3.754373;;Mapbox
9437;TECHNICAL UNIVERSITY OF CIVIL ENGINEERING BUCAREST;Bulevardul Lacul Tei 124;44.463179, 26.124465;;Mapbox
9438;SECONDA UNIVERSITÀ DEGLI STUDI DI NAPOLI;Viale Beneduce 10;41.074332, 14.34158;;Mapbox
9439;UNIVERSITYÀ DEGLI STUDI G.D'ANNUNZIO DI CHIETI/PESCARA - DIPSRTIMENTO DI PROGETTAZIONE,RIABILITAZIONE E CONTROLLO DELLE STRUTTURE ARCHITETTONICHE(PRICOS);Viale Pindaro;42.452478, 14.224176;;Mapbox
9440;"UNIVERSITY ""STS. CYRIL AND METHODIUS"",CIVIL ENGINEERING FACULTY";Partizanska 24;41.366519, 21.252164;;Mapbox
9441;POLITEHNICA UNIVERSITY OF TIMISOARA;Piața Victoriei 1;45.753404, 21.22609;;Mapbox
9442;UNIVERSITY OF LJUBLJANA, FACULTY OF CIVIL AND GEODETIC ENGINEERING;Jamova Cesta 2;46.045796, 14.494982;;Mapbox
9443;BOGAZICI UNIVERSITY OF TURKISH REPUBLIC -DEPARTMENT OF CIVIL ENGINEERING;Bebek Sokağı;40.967437, 29.210104;;Mapbox
9444;ENGINEERING CENTER FOR ARCHAEOLOGY AND ENVIRONMENT (ECAE);Gamal Street;30.014627, 31.137616;;Mapbox
9445;FACULTÉ DE GÉNIE CIVIL, UNIVERSITY OF SCIENCE AND TECHNOLOGY HOUARI BOUMEDIENE (USTHB);Algiers;36.775361, 3.060188;;Mapbox
9450;Park Design SAS;06060;43.022031, 12.070672;;Mapbox
9452;The National Microelectronics Applications Centre Ltd (MAC);Broad Street;52.666089, -8.620038;;Mapbox
9463;Fundación Museo Maritimo Ría Bilbao;Plaza Del Sagrado Corazón De Jesús 4;40.998007, -4.648789;;Mapbox
9465;Pararede Information Communication Technology;Rua José Malhoa 21;38.77046, -9.218266;;Mapbox
9469;Teikn a Lofti Ltd;Skipagata 12;65.681849, -18.089521;;Mapbox
9499;Fundación Isaac Albéniz;Calle Del Barquillo 6;40.420005, -3.695551;;Mapbox
9509;Raqoon software;Dunhagi 5;64.139493, -21.955222;;Mapbox
9510;The Arni Magnusson Institute Stofnun Árna Magnússonar;Ísleifsgata 101;64.129473, -21.72731;;Mapbox
9519;European Profiles SA;34 Elmwood Place;39.336238, -82.093152;;Mapbox
9529;Voiceweb SA;Aargau;47.392715, 8.044445;;Mapbox
9533;Transware;South County Business Park;53.270422, -6.19979;;Mapbox
9828;UNIVERSITE DE BOURGOGNE;27 Esplanade Érasme;47.312014, 5.065217;;Mapbox
9539;Cedetel - Centro para el Desarrollo de las Telecomunicaciones de Castilla y Leon;Avenida De Boecillo;41.554795, -4.703529;;Mapbox
9553;IT Innovation University of Southampton;2 Venture Road;50.96063, -1.42266;;Mapbox
9569;ECOLE NORMALE SUPÉRIEURE;45 Rue D'ulm;48.842294, 2.344285;;Mapbox
9570;MAX-PLANCK-GESELLSCHAFT ZUR FÖRDERUNG DER WISSENSCHAFTEN E.V.;Hofgartenstraße 8;48.141078, 11.581813;;Mapbox
9571;INSTITUTE FOR MOLEKULAR BIOTECHNOLOGY JENA;Beutenbergstraße 11;50.908756, 11.57233;;Mapbox
9578;LEIBNIZ-ZENTRUM FUER AGRARLANDSCHAFTS- UND LANDNUTZUNGSFORSCHUNG E.V.;Eberswalder Straße 84;52.515839, 14.112936;;Mapbox
9582;UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.;Corso Umberto I 40;40.84495, 14.257346;;Mapbox
9583;UNIVERSITY COURT OF THE UNIVERSITY OF ABERDEEN;College Street;57.1427, -2.099805;;Mapbox
9585;CESKA ZEMEDELSKA UNIVERSZITA V PRAZE;Kamýcká 129;50.130023, 14.373745;;Mapbox
9593;INNOVA SPA;Innova (Italy);41.89193, 12.51133;;OpenAlexNormalized
9594;AGENCE BRUXELLOISE POUR L'ENTREPRISE;Rue Gabrielle Petit - Gabrielle Petitstraat 4;50.868023, 4.340637;;Mapbox
9595;STICHTING E- AND TELECOMMUNICATIONS INFORMATION SERVICES;Avenue Louise 311;50.822964, 4.36774;;Mapbox
9596;EUROPEAN MULTIMEDIA FORUM LTD;European Multimedia Forum (United Kingdom);51.38764, 0.50546;;OpenAlexNormalized
9597;ASSOCIATION SUISSE DE MULTIMEDIA (SWISSMEDIA);Rue Du Clos 12;46.460606, 6.847845;;Mapbox
9598;MAGYAR TARTALOMIPARI SZOEVETSEG;Kuny Domokos Utca 13;47.497448, 19.027501;;Mapbox
9599;ASSOCIATION FOR CULTURE AND EDUCATION KIBLA / MULTIMEDIA CENTER KIBLA;Ulica Kneza Koclja 9;46.557664, 15.649297;;Mapbox
9601;GAIA, ASOC DE INDUSTRIAS DE LAS TECNOLOGIAS ELEC.DE LA INF DEL PAIS VASCO, ESPANA;Portuetxe Bidea 14;43.302384, -2.011737;;Mapbox
9605;GASTIBURU SL;Kalea Calixto Diez 7;43.256948, -2.941468;;Mapbox
9607;GEOANALYSIS S.A.;Eleftherios Venizelos Str.;40.636385, 22.941337;;Mapbox
9613;CENTRO ANDALUZ DE ARQUEOLOGIA IBERICA (UNIVERSIDAD DE JAEN Y JUNTA DE ANDALUCIA);Pl Industrial Las Lagunillas;37.783871, -3.776125;;Mapbox
9623;INSTITUTO POLITECNICO DE TOMAR;Estrada Da Serra;39.300544, -7.421639;;Mapbox
9628;EUROPAEISCHE AKADEMIE DER WISSENSCHAFTEN UND KUENSTE;Jakob-Haringer-Straße 1;47.822474, 13.040573;;Mapbox
9633;STIFTELSEN TEKNISKA MUSEET;Kulla;57.520615, 12.742096;;Mapbox
9636;MINISTERIE VAN ONDERWIJS, CULTUUR EN WETENSCHAP;Rijnstraat 50;52.080588, 4.321692;;Mapbox
9640;UNIVERSITAET BIELEFELD;Universitätsstraße 25;52.03809, 8.493422;;Mapbox
9641;UNIVERSITE DE LIEGE.;Place;50.558362, 5.964832;;Mapbox
9642;EMANUELE BOTTARO;Via Altinate;45.408226, 11.881843;;Mapbox
9643;SCIPROM SARL;Ecublens;46.611015, 6.809527;;Mapbox
9644;"ASSOCIATION ""LES AMIS DU TASSILI""";Alger;36.775361, 3.060188;;Mapbox
9645;"FED. EURO. DES RESEAUX PACT (""SCIENCES ET PATRIMOINE CULTUREL,"") ( ASSOCIATION 1901/ LOI FRANÇAISE)";10 Rue Charles Gounod;44.800084, -0.565738;;Mapbox
9646;CENTRE NATIONAL DE RECHERCHE DE PRÉHISTOIRE D'ANTHROPOLOGIE ET D'HISTOIRE;Alger;36.775361, 3.060188;;Mapbox
9647;MINISTÈRE DE LA CULTURE ET DE LA COMMUNICATION - DIRECTION DU PATRIMOINE CULTUREL;Rabat;34.016323, -6.834995;;Mapbox
9648;UNIVERSITE AIN SHAMS, FACULTY OF EDUCATION - DEPT. OF BIOLOGICAL AND GEOLOGICAL SCIENCES;Nasr;30.052017, 31.341845;;Mapbox
9649;FROBENIUS INSTITUT, WOLFGANG GOETHE UNIVERSITAT;Grüneburgplatz;50.124008, 8.66741;;Mapbox
9650;"UNIVERSITA DI ROMA ""LA SAPIENZA""";Via Palestro 40;41.807505, 12.68071;;Mapbox
9651;UNIVERSITÉ BORDEAUX 3/CNRS - UMR 5060 (IRAMAT);Esplanade Des Antilles;44.79455, -0.618789;;Mapbox
9652;INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE.;101 Rue De Tolbiac;48.826653, 2.365285;;Mapbox
9653;CAPSANT NEUROTECHNOLOGIES;2 Venture Road;50.96063, -1.42266;;Mapbox
9655;PHUKET MARINE BIOLOGICAL CENTER;Sakdidej Road 8;7.870818, 98.380421;;Mapbox
9659;NATIONAL UNIVERSITY OF SINGAPORE (DEPT. OF BIOLOGICAL SCIENCES);14 Science Drive 4;1.295834, 103.777895;;Mapbox
9660;UNIVERSITY OF THE PHILIPPINES MARINE SCIENCE INSTITUTE;Diliman Street;14.673566, 121.081739;;Mapbox
9665;LOCH DUART LIMITED;House;53.991674, -0.316664;;Mapbox
9666;DUNMANUS SEAFOODS LIMITED;Bantry;51.680252, -9.45238;;Mapbox
9667;BODO KRAKEBOLLEKLEKKERI BKK AS;Mørkvedbukta;67.278953, 14.559933;;Mapbox
9668;SEAOR MARINE ENTERPRISES LTD;Raanana;32.180256, 34.87611;;Mapbox
9669;IAIN MACKINNON;Tougal;56.966186, -5.822308;;Mapbox
9670;HOGSKOLEN I BODO;Bodø;67.28405, 14.380707;;Mapbox
9671;ISRAEL OCEANOGRAPHIC AND LIMNOLOGICAL RESEARCH LIMITED;Shikmona;32.832578, 34.975486;;Mapbox
9672;MINISTRY OF ECONOMIC AFFAIRES (THE NETHERLANDS);Bezuidenhoutseweg 30;52.085066, 4.328293;;Mapbox
9679;SOLAR-TERRESTRIAL INFLUENCES LABORATORY - BULGARIAN ACADEMY OF SCIENCES;Sofia 3;43.199035, 27.914035;;Mapbox
9684;ADAM MICKIEWICZ UNIVERSITY FOUNDATION;Fredry 8;52.409854, 16.915923;;Mapbox
9691;RIKSHOSPITALET;Sognsvannsveien 20;59.948674, 10.71465;;Mapbox
9694;IC VEC LTD;Armstrong Road;51.493574, 0.077205;;Mapbox
9698;GLOWNY INSTYTUT GORNICTWA;Plac Gwarków 1;50.270518, 19.026508;;Mapbox
9699;WISMUT GMBH;Jagdschänkenstraße 29;50.809163, 12.842574;;Mapbox
9701;BRITISH GEOLOGICAL SURVEY ENVIRONMENT 1 HAZARDS DIRECTORATE OF NATURAL ENVIRONMENT RESEARCH COUNCIL NERC;North Star Avenue;51.568427, -1.789474;;Mapbox
9702;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE-DÉLÉGATION LANGUEDOC-ROUSSILLON;Montpellier;43.610073, 3.87727;;Mapbox
9703;UNIVERSITÃ© BORDEAUX 1;351 Cours De La Libération;44.807617, -0.594073;;Mapbox
9707;WISSENSCHAFTSKOLLEG ZU BERLIN - INSTITUTE FOR ADVANCED STUDY;Wallotstraße 19;52.491521, 13.276483;;Mapbox
9709;BIOKONTROLL HUNGARIA KHT;Hunyadvár Utca 800;47.511277, 19.203019;;Mapbox
9713;BUNDESFORSCHUNGSANSTALT FUER LANDWIRTSCHAFT;Bundesallee 50;52.2897, 10.434529;;Mapbox
9715;MAGYAR KISALLATNEMESTITOK GENMEGORZO EGYESUELETE;Isaszegi Út 208;47.580421, 19.3628;;Mapbox
9719;LITHUANIAN INSTITUTE OF AGRICULTURE;Instituto Al. 1;55.39497, 23.858177;;Mapbox
9722;THE GENISTA FOUNDATION;Kalkara;35.889877, 14.529087;;Mapbox
9881;NORWEGIAN BUILDING RESEARCH INSTITUTE;Forskningsveien 3b;59.944485, 10.712282;;Mapbox
9732;BIC BRATISLAVA. SPOL. S.R.O.;Zochova;48.146083, 17.101792;;Mapbox
9733;ASSOCIATION OF INDUSTRIAL RESEARCH AND DEVELOPMENT ORGANIZATIONS;Geologická;48.139148, 17.195588;;Mapbox
9734;NOVITECH PARTNER LTD;Moyzesova;48.721138, 21.252478;;Mapbox
9735;OFFICE OF THE PRESIDIUM - SLOVAK ACADEMY OF SCIENCES;Štefánikova 49;48.18797, 17.256701;;Mapbox
9736;UNIVERSITE ABDOU MOUMOUNI DE NIAMEY;Niamey;13.52, 2.109;;Mapbox
9737;CENTRE NATIONAL DE RECHERCHES METEOROLOGIQUES METEO FRANCE;42 Route De Toulouse;44.896315, -0.342657;;Mapbox
9738;LEIBNIZ INSTITUT FUER MEERESWISSENSCHAFTEN AN DER UNIVERSITAET KIEL;Wischhofstraße 1-3;54.327339, 10.18225;;Mapbox
9739;VAISALA OYJ;Vanha Nurmijärventie 21;60.281666, 24.877748;;Mapbox
9740;AGENCE POUR LA SECURITE DE LA NAVIGATION AERIENNE EN AFRIQUE ET A MADAGASCAR;Dakar;14.712019, -17.457171;;Mapbox
9741;DIRECTION NATIONALE DE LA METEOROLOGIE DU MALI;Bamako;12.649319, -8.000337;;Mapbox
9742;UNIVERSITE DE OUAGADOUGOU;Ouagadougou;12.363142, -1.529773;;Mapbox
9743;KWAME NKURMAH UNIVERSITY OF SCIENCE AND TECHNOLOGY, KUMASI;Kumasi;6.708083, -1.613894;;Mapbox
9744;DIRECTION DE LA METEOROLOGIE NATIONALE DU NIGER;Niamey;13.52, 2.109;;Mapbox
9746;OCEAN SCIENTIFIC INTERNATIONAL;Station Road;51.006967, -0.936841;;Mapbox
9747;UNIVERSITE DE BAMAKO;Bamako;12.649319, -8.000337;;Mapbox
9748;DEUTSCHES ZENTRUM FUR LUFT UND RAUMFAHRT E.V.;Heinrich-Konen-Straße 1;50.719062, 7.157127;;Mapbox
9751;UNIVERSITE CHEIKH ANTA DIOP DE DAKAR;Dakar;14.712019, -17.457171;;Mapbox
9753;ECOLE INTER-ETATS D'INGENIEURS DE L' EQUIPEMENT RURAL;Ouagadougou;12.363142, -1.529773;;Mapbox
9754;CENTRE DE RECHERCHE MEDICALE ET SANITAIRE;Niamey;13.52, 2.109;;Mapbox
9755;AFRICAN CENTRE FOR METEOROLOGICAL APPLICATION FOR DEVELOPMENT;Niamey;13.52, 2.109;;Mapbox
9756;UNIVERSITE D'ABOMEY CALAVI;Abomey-Calavi;6.423545, 2.356495;;Mapbox
9757;INSTITUT SENEGALAIS DE RECHERCHES AGRICOLES;Dakar;14.712019, -17.457171;;Mapbox
9758;ASSOCIATION CENTRE DE SUIVI ECOLOGIQUE POUR LA GESTION DES RESSOURCES NATURELLES;Dakar;14.712019, -17.457171;;Mapbox
9760;UNIVERSITE PAUL SABATIER - TOULOUSE III;118 Route De Narbonne;43.561737, 1.469851;;Mapbox
9761;DIRECTION DE LA METEOROLOGIE NATIONALE DU SENEGAL;Dakar;14.712019, -17.457171;;Mapbox
9762;KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI);Wilhelminalaan 10;52.102424, 5.17939;;Mapbox
9763;UNIVERSIDAD POLITECNICA DE CARTAGENA;Calle Milagrosa;37.604626, -0.913273;;Mapbox
9764;CENTRE REGIONAL DE FORMATION ET D'APLICATION EN AGROMETEOROLOGIE ET HYDROLOGIE OPERATIONNELLE-CENTRE REGIONAL AGRHYMET;Niamey;13.52, 2.109;;Mapbox
9765;UNIVERSITE DE BOURGOGNE DIJON;Esplanade Érasme;47.312592, 5.064499;;Mapbox
9767;DIRECTION NATIONALE DE LA METEOROLOGIE DE GUINEE;Conakry;9.51706, -13.699843;;Mapbox
9769;DIAMOND LIGHT SOURCE LIMITED;Diamond Light Source;51.60928, -1.24214;;OpenAlexNormalized
9781;PORT AUTONOME DU HAVRE;La Barre Est;43.700999, 4.93631;;Mapbox
9784;ALSTOM TRANSPORT S.A.;Levallois-Perret;48.889904, 2.288381;;Mapbox
9785;NOUVEAUX ESPACES DE TRANSPORT EN EUROPE - APPLICATION DE RECHERCHE;99 Rue Du Buis;48.847503, 2.267379;;Mapbox
9786;RAIL TRACTION COMPANY SPA;Via Sicilia 66;41.908726, 12.491534;;Mapbox
9787;VOLKSWAGEN TRANSPORT GMBH&CO. OHG;Heßlinger Straße 12;52.427573, 10.792557;;Mapbox
9788;THE EUROPEAN FREIGHT AND LOGISTICS LEADER FORUM;Rue Royale 721;50.847398, 4.362695;;Mapbox
9789;AUTORIT PORTUALE DI GENOVA;Via Della Mercanzia 2;44.40773, 8.92779;;Mapbox
9790;TRANSPORTES FERROVIARIOS ESPECIALES, S.A.;Calle Del Musgo 1;40.467032, -3.801979;;Mapbox
9791;DB NETZ AG;Theodor-Heuss-Allee 7;50.113452, 8.647249;;Mapbox
9792;CEMAT COMBINED EUROPEAN MANAGEMENT AND TRANSPORTATION SPA;Via Valtellina;45.55422, 9.250173;;Mapbox
9793;DEUTSCHE POST AG / DHL EXPRESS DEUTSCHLAND;Charles-De-Gaulle-Straße 6;50.7178, 7.13132;;Mapbox
9794;RAILINFRABEHEER B.V.;Moreelsepark 3;52.087434, 5.115537;;Mapbox
9795;BOMBARDIER TRANSPORTATION SWEDEN AB;OE;51.029533, 7.844755;;Mapbox
9796;KOMBIVERKEHR DEUTSCHE GESELLSCHAFT FR KOMBINIERTEN GTERVERKEHR MBH & CO KG;Ludwig-Landmann-Straße 405;50.118975, 8.623976;;Mapbox
9797;RESEAU FERRE DE FRANCE;92 Avenue De France;48.829445, 2.378131;;Mapbox
9798;CONSORZIO PER LA RICERCA E LO SVILUPPO DI TECNOLOGIE PER IL TRASPORTO INNOVATIVO - CONSORZIO TRAIN;Strada Statale 106;40.135405, 16.631307;;Mapbox
9799;STORA ENSO TRANSPORT AND DISTRIBUTION GMBH;Rüsseldorf 27;53.102531, 8.054437;;Mapbox
