project_id,minority_qid,group_name_en,rule,matched_text,title
3239441317828496585,Q7325,Jewish people,R1,the news,Intelligent telematics information system of public transportation II
3240734174620786331,Q2656122,Dom people,R1,do people,A Shared Space and a Space for Sharing: A Transdisciplinary Exploration of Online Trust and Empathy
3266979369159954725,Q125564,Manx people,R1,many people,Total Defence for the 21st Century: Civilian-Military Collaboration in Scandinavia
3277442811927486591,Q125564,Manx people,R1,many people,The European Partnership for Action on Inclusion of People at Risk of Marginalization
3277635995061673347,Q125564,Manx people,R1,many people,Confirming Einstein's General Theory of Relativity: One hundred years on
3278394044085702498,Q125564,Manx people,R1,many people,Cloudfone Visitor Service - a 'roam like a local' Cloud service for mobile operators
3279500650666263080,Q125564,Manx people,R1,many people,Assessing the relevance of Galleria mellonella to antibiotic drug discovery for pulmonary infections
3280697592946213457,Q2656122,Dom people,R1,do people,Phantoms or fantasies? Experiences of Loss in Changing Therapeutic Contexts
3291842257595573893,Q125564,Manx people,R1,many people,"One foot here one foot there: how is sustainable economic development, innovation and working life a"
3294665777496587913,Q48199,Sámi people,R2,Same,The All-or-Nothing Marriage? Marital Functioning and Health Among Individuals in Same and Different-
3308773085391167724,Q125564,Manx people,R1,many people,Back in the game: helping people successfully transition back to sport and active recreation after i
3316890585352474044,Q48199,Sámi people,R2,Same,Levonorgestrel IUD for Emergency Contraception & Same-Day Start Study
3323189094846307802,Q125564,Manx people,R1,many people,⁇ Did you get emotional? ⁇ - A multifaceted study of child and adolescent play addiction
3326050570763985046,Q125564,Manx people,R1,many people,ITC and geography at the service of the meeting of young Europeans
3329520343180225636,Q125564,Manx people,R1,many people,The Covid-19 North-South Death Transfer
3333703179540231028,Q125564,Manx people,R1,many people,Eurotopia - Building a better future by developing an eco-friendly lifestyle
3336914187339882199,Q125564,Manx people,R1,many people,The Second Study of Infectious Intestinal Disease in the Community (IID2)
3353457443925829426,Q125564,Manx people,R1,many people,Professional Learning in Uncertainty
3361625020730377514,Q125564,Manx people,R1,many people,Don't let them get lost
3367546837968284786,Q48199,Sámi people,R1,same people,Development of Atomiser Nozzle Design to increase Yield (DANDY 2)
3377081999021382445,Q125564,Manx people,R1,many people,Revolutionising Multiple Sclerosis care and trials through e-health
3382438999736984525,Q2656122,Dom people,R1,do people,Life course aetiology of dementia and cognitive decline: improving causal inference
3384725315490471291,Q7325,Jewish people,R1,the news,CLEF-Services
3392195116665623809,Q125564,Manx people,R1,many people,GCRF - Low cost technologies for safe drinking water in developing regions (SAFEWATER)
3392934170342952955,Q125564,Manx people,R1,many people,Hungarian videos
3398914895365922949,Q7325,Jewish people,R1,the news,BIO-BAKERS IN SERVICE
3410799814125822582,Q48199,Sámi people,R1,same people,"Defining the disturbance in cortical glutamate and GABA function in psychosis, its origins and conse"
3418480546202387664,Q208551,Laz people,R1,lay people,'What do Middle English sermons reveal about prayer: The most elusive yet widespread ritual of the M
3423309238602555140,Q125564,Manx people,R1,many people,Uncontrolled asthma and other factors affecting prognosis - Record search from the airway register
3424165448830013504,Q125564,Manx people,R1,many people,Caring and Sharing Communities
3432117034215683568,Q125564,Manx people,R1,many people,Morphosyntactic variation in the dialects of Xhosa
3433644333469746963,Q125564,Manx people,R1,many people,Huddled Masses: Death and Citizenship in New York City
3434065865955627346,Q7325,Jewish people,R1,the jes,OSCAR - Oceanographic and Seismic Characterisation of heat dissipation and alteration by hydrotherma
3437160361620002467,Q48199,Sámi people,R2,Same,Mechanisms of Avian Same-Different Concept Learning
3446412414555891141,Q208551,Laz people,R1,lay people,Fractures and Connections: A Critical Phenomenology of Solitude in Tibetan Exile
3453972943805637009,Q125564,Manx people,R1,many people,"Causing a Flap: using chicken-based research to transform education, poultry production and human we"
3465529763057936155,Q2656122,Dom people,R1,do people,How do people move from contemplating to attempting suicide: Investigating the cognitive mechanisms 
3472262743269084744,Q125564,Manx people,R1,many people,"OpenSAFELY, ISARIC, PHOSP: tracking consequences of COVID-19 infection across UK primary and seconda"
3477643208086330624,Q125564,Manx people,R1,many people,"The clinical outcomes, response to treatment and epidemic dynamics of HIV-1 in the UK"
3497826271601051553,Q125564,Manx people,R1,many people,Curriculum Financial Basic Education/30 days challenge
3506468997859744861,Q125564,Manx people,R1,many people,Understanding the Implications of Technology-Enabled Urban Planning Participation for Practice
3512487512374205455,Q7325,Jewish people,R1,the news,Epidermal stem and transit amplifying cells
3519479724867607467,Q208551,Laz people,R1,lay people,Viet Nam Major Overseas Programme Core Grant Renewal 2010-2015.
3519848211794025167,Q2656122,Dom people,R1,do people,Health Effects of Energy Efficiency measures and Ambient Temperature (HEEEAT)
3529116787576701501,Q208551,Laz people,R1,lay people,Strategic Project - UI 710 - 2011-2012
3544858004720640734,Q125564,Manx people,R1,many people,Overcoming mechanical barriers to neuronal regeneration
3544966902138477931,Q2656122,Dom people,R1,do people,On the origins of fairness: Infants’ expectations of distributive justice in traditional non-Western
3547440966040343164,Q2656122,Dom people,R1,do people,An ethnographic exploration of community engagement with proposals for Britain's first spaceport
3555869462456095629,Q125564,Manx people,R1,many people,Advanced Route To Manufacture Demonstrator of New Powertrain For Removable Battery Electric Motorcyc
3558043755301889271,Q125564,Manx people,R1,many people,Exploring the three novel enzymes involved in Burkholderia pseudomallei capsular polysaccharide bios
3570592983230929463,Q48199,Sámi people,R2,Same,How to pass on memory across architecture and european identity ; what are the feelings of our teena
3582187233623857790,Q125564,Manx people,R1,many people,Preclinical Studies in Xenotransplantation
3601371798614074334,Q125564,Manx people,R1,many people,"Scalable Interventions for Co-existing Mental Health and Substance Use Problems: Innovation, Technol"
3605796849100911299,Q125564,Manx people,R1,many people,"Family networks, lifestyle and health"
3606887715199395362,Q125564,Manx people,R1,many people,LEARNING SELF AWARENESS &amp; SELF MANAGEMENT TO ELIMINATE BULLYING AND CREATE PEER SUPPORT SCHEME I
3608240889463405291,Q125564,Manx people,R1,many people,Management of chronic hepatitis B in Africa: is a one-stop assessment of liver disease enough? The M
3611447487668563783,Q125564,Manx people,R1,many people,Virtual Experiences App
3616512636489844825,Q2656122,Dom people,R1,do people,"(Un)fairness perceptions: labour market, affirmative action, and algorithms"
3617724520627375506,Q125564,Manx people,R1,many people,Toward the development of post Covid-19 gender policy measures to end modern slavery and exploitatio
3618374115084561208,Q125564,Manx people,R1,many people,Developing talent through apprenticeships
3625063447004026363,Q48199,Sámi people,R2,Same,The All-or-Nothing Marriage? Marital Functioning and Health Among Individuals in Same and Different-
3630735858926939125,Q125564,Manx people,R1,many people,Palimpsest Cities: Gamification and Storytelling for Architectural History and Cultural Heritage Awa
3632618998548854156,Q2656122,Dom people,R1,do people,The Equality-Difference Paradox: National policies on cultural pluralism
3637976313161745416,Q125564,Manx people,R1,many people,PREDICTING MRI ABNORMALITIES WITH LONGITUDINAL DATA OF THE WHITEHALL II SUBSTUDY
3646954212348030929,Q7325,Jewish people,R1,the news,LIterature For Empowerment against manipulation
3647870216057474128,Q125564,Manx people,R1,many people,Theatre of Legends - Theatre for Youths
3658417453369771270,Q7325,Jewish people,R1,the news,VR+
3662793906610511179,Q125564,Manx people,R1,many people,No Other World
3671578317012682688,Q208551,Laz people,R1,lay people,"Moral Obligation, Epistemology and Public Health: The Case of Vaccine Hesitancy"
3675257798361173448,Q2656122,Dom people,R1,do people,The implications of changing migration discourses and the rise of the far-right in Europe on periphe
3683716608163813083,Q2656122,Dom people,R1,do people,CICADA Cross-disciplinary Feasibility Account
3686978478548526849,Q125564,Manx people,R1,many people,Living Lab Sustainable takeover: The right advisor
3687470551624931933,Q125564,Manx people,R1,many people,"""Next of kin"": Theorizing kinship in the age of assisted reproduction"
3695287190860999970,Q125564,Manx people,R1,many people,Building territorial bridges for the best travel experience and benefiting local communities
3698086790236541445,Q125564,Manx people,R1,many people,Wolf conflicts: Optimizing socio-ecological sustainability in large carnivore management
3700062130918932211,Q7325,Jewish people,R1,the ews,Development of Trabectedin Analogs that Target the EWS-FLI1 Transcription Factor
3705269407918961908,Q125564,Manx people,R1,many people,Individual progression of hearing difficulties in adults and children
3709349071544382231,Q125564,Manx people,R1,many people,"Digital Competences for adaptive, flexible and inclusive vocational education and training"
3709528515649027969,Q125564,Manx people,R1,many people,Challenge as a Modern Pedagogical Tool
3710249735896125762,Q7325,Jewish people,R1,the ews,Earth Observation for Early Warning of Land Degradation at European Frontier
3719052778717114679,Q125564,Manx people,R1,many people,The ARCADIA trial (Alleviation of cardioRespiratory complications in patients with COVID-19 And DIAb
3733804792068249715,Q125564,Manx people,R1,many people,A healthy digital Europe
3734621415302307336,Q125564,Manx people,R1,many people,Precision Healthcare - A novel diagnostic handheld platform for the detection of cancer biomarkers i
3737214532875534964,Q125564,Manx people,R1,many people,Self-Illuminating Holograms for Human-Computer Interaction
3758738021037817941,Q125564,Manx people,R1,many people,Incubating for Public Innovation
3760236256777014071,Q125564,Manx people,R1,many people,Exploring the use of Fermi problems to elicit students´ and pre-service teachers´ intercultural awar
3780548385585591032,Q125564,Manx people,R1,many people,"Incidence, prevalence, harms and intervention effects for problem and injecting drug use: crime, mor"
3781186518798170341,Q125564,Manx people,R1,many people,Entrepreneurship in Homes and Neighbourhoods
3786647010265975971,Q125564,Manx people,R1,many people,Syndeo Digital Well-being Coach
3789939670898676462,Q125564,Manx people,R1,many people,EXPLORE the Efficacy of a Drug Candidate for PARKinson's Dementia.
3799441886115334322,Q2656122,Dom people,R1,do people,How do people get multi-drug resistant tuberculosis?
3810892634141838720,Q125564,Manx people,R1,many people,"The next generation elite coaching platform, in your pocket."
3813863906146528685,Q125564,Manx people,R1,many people,Constructing collective identity among mobile populations: the emergence of medieval rural communes 
3817291806641698360,Q125564,Manx people,R1,many people,Inhaled EP4 receptor agonists for the treatment of idiopathic pulmonary fibrosis
3819920641248227944,Q2656122,Dom people,R1,do people,Strategic Uncertainty: An Experimental Investigation
3821057404705403649,Q125564,Manx people,R1,many people,"Lying, Misleading and What is Said"
3830332792031489604,Q7325,Jewish people,R1,the news,Learn From The Best: training AI using biological expert attention
3833779486526739806,Q125564,Manx people,R1,many people,Transforming Primary Care in Scotland and China to meet the needs of an ageing population - are heal
3837008506370303695,Q125564,Manx people,R1,many people,Search and Rescue: Emerging technologies for the Early location of Entrapped victims under Collapsed
3850261683958175896,Q125564,Manx people,R1,many people,Does food insecurity effect food-related cognition?
3855218756955818428,Q125564,Manx people,R1,many people,"Risks, Controversies & Vaccinations"
3855218756955818428,Q208551,Laz people,R1,lay people,"Risks, Controversies & Vaccinations"
3855953884937382031,Q125564,Manx people,R1,many people,Ecosystem function and Diversity in Amazonia
3862965382492423185,Q125564,Manx people,R1,many people,Capabilities-based Assessment of Disaster Displacement Risk and Pathways to Equitable Community Reco
3864264902980530683,Q48199,Sámi people,R2,Same,How Spouses Influence Each Other's Health in Same- and Different-Sex Marriages: A Dyadic and Longitu
3871102138234342049,Q125564,Manx people,R1,many people,Explaining the differential severity of COVID-19 between Indians in India and the UK
3873158249142866138,Q125564,Manx people,R1,many people,Empowering the development of a sustainable society
3874001665799040814,Q125564,Manx people,R1,many people,Historical memory: from war to exile.
3881850675829994093,Q125564,Manx people,R1,many people,Environment 4 Future
3892932584363219079,Q2656122,Dom people,R1,do people,Integrating 'when' and 'where' in models of saccade target selection
3895244136916485652,Q125564,Manx people,R1,many people,Telerehabilitation: Assessing acquired neurogenic communication disorders online.
3897004003523707713,Q48199,Sámi people,R1,same people,COVID-19 Cancer Attitudes and Behaviour Study
3897707460941826703,Q125564,Manx people,R1,many people,Effects of the COVID-19 pandemic on mental health and psychosocial factors
3914582936788389563,Q125564,Manx people,R1,many people,Interprofessional Community of Practice Healthy return to work after CVA
3915388143899425952,Q2656122,Dom people,R1,do people,How do people and animals recover from malaria?
3922190175548282714,Q125564,Manx people,R1,many people,CRAFTING 50 &amp; BEYOND: Digital enabler for older craftsmen's businesses
3943332392122917015,Q125564,Manx people,R1,many people,Development of the European Roleplay Approach
3951607306889748266,Q7325,Jewish people,R1,the jaws,Pathophysiologic mechanisms during initiation of medication related osteonecrosis of the jaws
3962281017643649936,Q125564,Manx people,R1,many people,Climate-scale analysis of changing air and water masses (CLAW)
3976707352874382065,Q125564,Manx people,R1,many people,Identification investigation and implementation of plant-based parasite control strategies
3981363556047589995,Q48199,Sámi people,R2,Same,21st Annual Interdisciplinary Conference Psychoanalysis: Not The Same Old Song and Dance
3981676813480874495,Q48199,Sámi people,R2,Same,Dissertation Research: A Comparison of Marital Quality of Asian-White Couples to that of Same-Race A
3988043183033807556,Q125564,Manx people,R1,many people,ALL IN
4008153788860496886,Q125564,Manx people,R1,many people,UnfOlding - To equip for conscious aging and conscious living in a digital society
4011803395875066060,Q48199,Sámi people,R2,Same,Same same but different - celebrating diversity
4020931890791997750,Q125564,Manx people,R1,many people,Biodiversity in Europe and ways of preserving it
4021346138411002253,Q7325,Jewish people,R1,the news,Analysis of virulence determinants in full length H5N1 influenza genomes using computational modelli
4025696422090674509,Q208551,Laz people,R1,lao people,Implementing Sustainable mobile health Technology to Optimize smoking cessation Program for Lao peop
4029896990258871826,Q125564,Manx people,R1,many people,A biologically-inspired hearing aid
4034868086549803066,Q208551,Laz people,R1,lay people,ECG-X: Making ECGs explainable with colour to support early detection of life-threatening heart cond
4037758012643385181,Q125564,Manx people,R1,many people,Make Europe Great Again
4047038540325437097,Q125564,Manx people,R1,many people,"Displacement, placemaking and wellbeing in the city"
4052334020560416660,Q7325,Jewish people,R1,the jets,Atmospheric Forcing of the Iceland Sea (AFIS)
4054295096538115089,Q125564,Manx people,R1,many people,Flip: A concurrent bi-modal programming language for computational thinking
4059888884105579493,Q125564,Manx people,R1,many people,Society Profits
4066603449621389024,Q125564,Manx people,R1,many people,MICA: Role of D1R-D3R heteromers on striatal function in L-DOPA-induced dyskinesias
4069122141402889838,Q125564,Manx people,R1,many people,Characteristic features of immune response to wheat proteins in allergic and celiac patients
4099372809488339401,Q208551,Laz people,R1,lay people,Methodology of creating plain language recommendations for knowledge translation to support evidence
4103435217637412291,Q7325,Jewish people,R1,the news,Broken Connection - How can the bond and trust between journalism and citizens be strengthened by th
4105453650918610098,Q125564,Manx people,R1,many people,Mobilizing citizens for Climate Solutions
4116239042643118781,Q125564,Manx people,R1,many people,"Moby Click, mobile solutions for school education and inclusion of secondary learners"
4127596882920409324,Q2656122,Dom people,R1,do people,Why do people join non-religious groups in highly secular states?
4137182320287117332,Q125564,Manx people,R1,many people,Community-based cyclist navigation solution to increase safety of utility bikers
4139904195521496263,Q7325,Jewish people,R1,the news,Creating and Living Sustainability
4141194939908578419,Q125564,Manx people,R1,many people,Transcranial photobiomodulation for motion sickness mitigation
4143673516694315601,Q125564,Manx people,R1,many people,Optimising General Public Uptake of a Covid-19 Vaccine: A Mixed Methods Study (OPTIMUM)
4144827767744584146,Q125564,Manx people,R1,many people,"The epistemology of religious experience from the first person perspective, and its applications."
4154336566378122725,Q125564,Manx people,R1,many people,Preferences to visit general practitioner or community pharmacists for minor ailments: A Discrete Ch
4159364285993776136,Q125564,Manx people,R1,many people,DECIDE - Delivering Enhanced Biodiversity Information with Adaptive Citizen Science and Intelligent 
4161842199241635422,Q125564,Manx people,R1,many people,Routine for Healty Life
4162967276094536427,Q7325,Jewish people,R1,the news,First App
4164042443040235912,Q48199,Sámi people,R2,Same,Different Yet The Same
4164050339574833840,Q7325,Jewish people,R1,the news,Rural resilience: Ethnographic perspectives on voluntary practices in rural Norrland
4166193845167331352,Q2656122,Dom people,R1,do people,The transformation of democracy: new facts and explanations
4169742691884895538,Q48199,Sámi people,R2,Same,PROGRESS: PRevention of cervical cancer using the Genotyping scREening and Same-day Self-sampling
4172803495936009752,Q125564,Manx people,R1,many people,The UK Interstitial Lung Disease Long-COVID19 study (UKILD-Long COVID): understanding the burden of 
4178345502883999597,Q846578,Svan people,R1,scan people,Low-cost sleep apnoea screening device
4191533633398647350,Q846578,Svan people,R1,san people,Participatory Tools for Human Development with the Youth
4192236094722195143,Q7325,Jewish people,R1,the news,Mystery of History
4193072956323407017,Q125564,Manx people,R1,many people,Traveling without borders - Our barrierfree travelguides
4194995137445223867,Q125564,Manx people,R1,many people,PEOPLE AMR Network: develoPing and Evaluating multi-faceted evidence-based interventions to prOmote 
4196335749470427280,Q125564,Manx people,R1,many people,Challenge of sustainability
4205077442553321922,Q2656122,Dom people,R1,do people,'Doing diagnosis differently': An exploration of vitality and technology in mental health
4205899188597339739,Q7325,Jewish people,R1,the ews,"Transgenic expression of the EWS-WT1 fusion protein,inducing the development of tumour that replicat"
4210208187669322661,Q125564,Manx people,R1,many people,Alcohol use disorders-Mobile based Brief Intervention Treatment (AMBIT): Technological innovation to
4218413030399939199,Q125564,Manx people,R1,many people,"Follow your Vision - FAMILY VOLUNTEERING, a new form of engagement"
4252040233557187506,Q125564,Manx people,R1,many people,Optimising digital interventions for improving sleep and wellbeing in both university students and w
4264126692794625411,Q214361,Mari people,R1,maori people,Evaluation of Family Well Being Empowerment program: A participatory action research initiative
4276625168329829121,Q125564,Manx people,R1,many people,The Landscape and Environment of Inter-war England - an interdisciplinary approach
4295477424508684941,Q7325,Jewish people,R1,the news,Are metabolites of flavonoids responsible for the health benefits of fruit and vegetable consumption
4300770956697311232,Q2656122,Dom people,R1,do people,Ethics after individualism: Phenomenological explorations of moral community
4302113974516855119,Q125564,Manx people,R1,many people,"The role of Fgf23 for blood pressure and bone mineralization during hyperkalemia, hypovolemia and hy"
4308447931937547435,Q2656122,Dom people,R1,do people,"Music and Social Intervention Network - Excellence, inclusion and intervention in music: navigating "
4310204167601785962,Q125564,Manx people,R1,many people,Digital Theatre for Performers in Isolation
4310303216963256091,Q125564,Manx people,R1,many people,"Judicial Minimalism by the European Court of Justice: Passivism, Conservatism, and Restraint in EU L"
4314177400286804782,Q125564,Manx people,R1,many people,Journey to Health through Heritage Routes
4320018945637237277,Q48199,Sámi people,R2,Same,Practical e-Training of Flexible Vocations for Supporting Home Based Working of Inactive Women as Se
4323289259228059700,Q125564,Manx people,R1,many people,Music for Healing the Soul
4326842375798089507,Q7325,Jewish people,R1,the ews,ACT4Drought: Actionable Climate Tools for Drought Preparedness in Sweden
4348212383572386834,Q7325,Jewish people,R1,the news,Vulnerability and the news media: Investigating print media coverage of groups deemed to be vulnerab
4349974389121504585,Q7325,Jewish people,R1,the news,"Generative AI in Journalism: Exploring Journalistic Norms, Democratic Roles and Future Expectations"
4360934541359823908,Q125564,Manx people,R1,many people,Quantum Code Design and Architectures
4371336286605382048,Q48199,Sámi people,R2,Same,"SPROUT, Same PROfiles for Unique Training in ECEC service"
4373932684055915184,Q125564,Manx people,R1,many people,Bacteriocins from environmental samples that kill clostridia
4380163269127097845,Q48199,Sámi people,R2,Same,TRANSLATION: Tuned Receptor ActivatioN by Same Ligand stimulATION: Resolving the molecular mechanism
4385036490813388865,Q125564,Manx people,R1,many people,Gastric motility and blood glucose control in diabetes mellitus
4402025299479012241,Q125564,Manx people,R1,many people,Back to a desirable future
4409891440914272002,Q125564,Manx people,R1,many people,Effective pedagogy for improving critical thinking
4413434532532115473,Q125564,Manx people,R1,many people,Health Hub: Systems Approaches to Commercial Determinants of Health and Equity
4443001754541393154,Q208551,Laz people,R1,lay people,Inequities in type 2 diabetes: the role of environmental injustice and chronic stress.
4445712722494799695,Q7325,Jewish people,R1,the news,Modelling the pathways of Health and Social Care following on from the impact from COVID19
4464507608523008816,Q125564,Manx people,R1,many people,Returning to a Better Place: The (Re)assessment of the ‘Good Life’ in Times of Crisis
4483648101269764175,Q125564,Manx people,R1,many people,The Development of Young Children's Mathematical Abilities: A Longitudinal Analysis
4488788733398136780,Q48199,Sámi people,R2,Same,Same Aspects of Organometallic chemistry
4503361404326948125,Q7325,Jewish people,R1,the news,THE WORLD IS BIGGER THAN WHAT YOU SEE ON THE SCREEN
4509092498948377839,Q2656122,Dom people,R1,do people,"Personal assistance relationships and disabled people: a qualitative study of emotions, ethics and p"
4509294940501980432,Q125564,Manx people,R1,many people,TINKERING EU: Addressing the adults
4511496175363020977,Q7325,Jewish people,R1,the news,Climate change believers and sceptics: a text-mining approach to measure their impact on the politic
4517779854247372585,Q208551,Laz people,R1,lay people,People’s Mediated Experiences of gynecological And obStetric violence IN PortuGal
4517779854247372585,Q7325,Jewish people,R1,the news,People’s Mediated Experiences of gynecological And obStetric violence IN PortuGal
4520011435993814842,Q125564,Manx people,R1,many people,Conscious Living
4535570633215410620,Q125564,Manx people,R1,many people,"Me, the kaleidoscope"
4536621316242820606,Q125564,Manx people,R1,many people,Healthy learners in a sustainable society
4539808165381713300,Q7325,Jewish people,R1,the news,NEWS 2 Compliant Respiration Monitor
4541261974976251870,Q48199,Sámi people,R2,Same,"Same-sex parenthood, family functionning, child development and socialization"
4541973722635304632,Q125564,Manx people,R1,many people,Discovery Projects - Grant ID: DP210101475
4545129313764928052,Q125564,Manx people,R1,many people,Fit For Europe
4546493425202826567,Q125564,Manx people,R1,many people,Unique Notes of the Same Song
4546493425202826567,Q48199,Sámi people,R2,Same,Unique Notes of the Same Song
4547718897739684053,Q7325,Jewish people,R1,the jets,Expanding supersonic plasma jet generated in dc water-stabilized arcs
4562273467154695091,Q7325,Jewish people,R1,the ews,A collaborative approach to analyze and target the EWS-FLI1 transcription factor in patients with Ew
4587452905324227370,Q7325,Jewish people,R1,the news,Understanding the permafrost and methane question
4602226373373795947,Q125564,Manx people,R1,many people,DNA-Antibody Nanoclamps as Generalizable Biosensors in Brain Injury Diagnostic
4603107484022492989,Q125564,Manx people,R1,many people,Urban Art for Inclusion
4604113511065461402,Q48199,Sámi people,R1,same people,The Cultural History of AIDS in Denmark
4604862356603322106,Q7325,Jewish people,R1,the news,Neonatal early warning score for hypothermia evaluation and treatment (NEWS-HEAT): a cluster randomi
4606885510483217614,Q273824,South Slavs,R1,south slav,State and Nation in Interwar Yugoslavia
4610499288996384203,Q7325,Jewish people,R1,the news,Applications of text and network processing for financial machine learning
4629393390771014851,Q125564,Manx people,R1,many people,Living beyond cancer: using people's experiences to develop a resource as
4629633134298085232,Q125564,Manx people,R1,many people,Redox sensitive TRP ion channels in the interaction between human lung mast cells and oxidative stre
4629798139292361568,Q125564,Manx people,R1,many people,Making a home on moving ground: Children and their families' experiences of housing insecurity in Lo
4644640186474264903,Q125564,Manx people,R1,many people,"Understanding the activity and role of DarTG, a toxin:antitoxin system responsible for a novel DNA m"
4654277999842798363,Q48199,Sámi people,R2,Same,RUI: Perception and Judgement of Abstract Same/Different Relations
4655261637602406743,Q125564,Manx people,R1,many people,Understanding transactional sex in situations of humanitarian crises and reforming institutional res
4665172913393851251,Q125564,Manx people,R1,many people,GenSo: Cooperatives and sociocracy - an innovative model for cooperative entrepreneurship
4668647432756184267,Q125564,Manx people,R1,many people,HOW CAN WE FEED OUR GENES
4679176228258455017,Q125564,Manx people,R1,many people,Point-of-care viral load testing to enhance primary care HIV services in South Africa
4686498092634394074,Q7325,Jewish people,R1,the news,Education+
4724091595611334832,Q125564,Manx people,R1,many people,International translation passport: developing effective functional practices for translation of dif
4733637815587668021,Q7325,Jewish people,R1,the news,Optimization for and with Machine Learning (OPTIMAL)
4749256281735331004,Q125564,Manx people,R1,many people,INnovative Digital DEvelopment of HEalth Pedagogics
4750246763605783659,Q125564,Manx people,R1,many people,Evoking Notions Via Inclusive Sharing to InspireNext Generation
4755690396804122264,Q125564,Manx people,R1,many people,The chemical behaviour of sulphur in magmas at high temperature and pressure
4767276833622773023,Q48199,Sámi people,R1,same people,Indigeneities in the 21st century: From ‘vanishing people’ to global players in one generation
4768171559825217116,Q125564,Manx people,R1,many people,Neural mechanisms underlying human grasp and manipulation
4770340402898018787,Q125564,Manx people,R1,many people,How do early-life infectious and nutritional exposures characteristic of tropical Africa impact subs
4785994440059920613,Q125564,Manx people,R1,many people,Second Chance Employment European Re-Training Adult Module
4786632635073618032,Q125564,Manx people,R1,many people,ECO ARTISTIC CHALLENGES
4791766035453439002,Q48199,Sámi people,R2,Same,Proximal Effects of Alcohol on Same-Sex Intimate Partner Violence
4800988623984231660,Q125564,Manx people,R1,many people,In search of the queen of science - developing mathematical competence among high school students
4813263029508744619,Q125564,Manx people,R1,many people,UVGI Cleaning of Card Payment Terminals
4816215417113889408,Q7325,Jewish people,R1,the ews,MOLECULAR MECHANISMS OF CELLULAR TRANSFORMATION BY THE EWS/FLI FUSION GENE
4829125839640677071,Q125564,Manx people,R1,many people,Interaction of Staphylococcus aureus and humans: Iron regulated surface proteins and a novel host de
4847423631024173961,Q125564,Manx people,R1,many people,Pilot Project for Care Matching Services
4862309832978301876,Q7325,Jewish people,R1,the jes,Joint eStories: Journeys from Fear to Fair
4867899359340579257,Q125564,Manx people,R1,many people,Ambassadors in Rubberboots - they think globally and act locally: Environment without boundaries - T
4883177732817341491,Q7325,Jewish people,R1,the news,Discovery Early Career Researcher Award - Grant ID: DE160100120
4883353022532117029,Q7325,Jewish people,R1,the news,"Reading messages about the sea: Marine science communication in the news, by stakeholders and in the"
4884203257795272686,Q125564,Manx people,R1,many people,A new approach to guaranteeing physical wave propagation on triangular meshes for numerical weather 
4887401175114818012,Q125564,Manx people,R1,many people,Supporting Feature Engineering for End-User Design of Gestural Interactions
4895920721724347529,Q125564,Manx people,R1,many people,EWA - The Ethno-ornithology World Archive
4897441577920652251,Q125564,Manx people,R1,many people,Heterogeneous Mobile Edge Computing
4903685158869057241,Q125564,Manx people,R1,many people,Development of practice-based pharmacist-led management of chronic pain in primary care for evaluati
4907150833398805693,Q7325,Jewish people,R1,the news,European Television Representations of Islam as Security Threat: A Comparative Analysis
4907884882095293027,Q125564,Manx people,R1,many people,Little Responsible Citizens Are Reshaping Their Future
4912168808158245482,Q125564,Manx people,R1,many people,UK-REACH: United Kingdom Research Study into Ethnicity And COVID-19 outcomes in Healthcare workers
4929976986670351524,Q7325,Jewish people,R1,the news,Modelling and inference of tree pandemics in Great Britain
4931311964757111547,Q125564,Manx people,R1,many people,COmBining memantine And cholinesterase inhibitors in Lewy body dementia treatment Trial (COBALT)
4938818826675850980,Q125564,Manx people,R1,many people,Developing and pilot testing a primary care-based toolkit to improve engagement with green health pr
4943493689568581966,Q125564,Manx people,R1,many people,Direct Credit... Reliable Payments
4947814313017155202,Q48199,Sámi people,R2,Same,"MOVERE, DOCERE, DELECTARE through Reading"
4958616084670092915,Q125564,Manx people,R1,many people,"The design, development and clinical assessment of a new metacarpophalangeal joint prosthesis"
4964323404491571560,Q125564,Manx people,R1,many people,Equitas remote bias reducing interview software
4964364618193779216,Q125564,Manx people,R1,many people,Do astrocytes maintain sleep through disassociation of arousal input?
4974083048441105044,Q125564,Manx people,R1,many people,&quot;Flashforward&quot; imagery and anxiety in young adults: Risk mechanisms and intervention devel
4979567697201252728,Q125564,Manx people,R1,many people,The development and management of post traumatic epilepsy
4982321227986392919,Q7325,Jewish people,R1,the news,Port Arrivals Data. Automatic data collection for a large-scale comparative history of 19th century 
4998326449013321853,Q48199,Sámi people,R2,Same,Reaserchers' Night Project 2016-2017 in Israel
5005886114040167464,Q7325,Jewish people,R1,the jets,"Erosional jets, the ultimate challenge in coupled flow-particle dynamics: Application to industrial "
5009004425690208345,Q2656122,Dom people,R1,do people,How do people with dyslexia remember visuo-spatial information?
5018709848514738174,Q273824,South Slavs,R1,south slav,Maffie - myth and reality. The formation of the image of the domestic anti-Austrian resistance in th
5040375850193219332,Q125564,Manx people,R1,many people,"'Children, Media and Culture': research and contracted book for Open University Press in the series,"
5043865731963999569,Q125564,Manx people,R1,many people,Ecolife
5046155138961735753,Q125564,Manx people,R1,many people,Earthucation - Enough for all?!European Schools for Sustainability and Sufficiency
5048514811022557600,Q125564,Manx people,R1,many people,Non-Hermitian Moiré Photonics
5052317206729825619,Q125564,Manx people,R1,many people,Targeting Cartilage Regeneration in joint and intervertebral disc diseases
